set,go_name,en,norm,from_card
doc,TMP Ability01Rules Text,"Whenever you acquire or defeat an Enlightened card from the center row, gain <sprite=129>.","Whenever you acquire or defeat an Enlightened card from the center row, gain <sprite=129>.",
doc,TMP Class Text,Enlightened Champion,Enlightened Champion,
doc,TMP Title,Dhartha,Dhartha,1
doc,TMP Text,Champion Card,Champion Card,
doc,TMP Body Text,"<i>Ascension: Dawn of Champions™</i> introduces a new card type called Champions. These cards allow you to play as powerful leaders from New Vigil.

Each player begins the game with a randomly selected Champion in front of them. Each Champion has Reputation Powers that determine how a player can gain Reputation, and what rewards they will gain from it.
<align=center>Reputation Icon:  <size=64><sprite=128></size>

","<i>Ascension: Dawn of Champions™</i> introduces a new card type called Champions. These cards allow you to play as powerful leaders from New Vigil.

Each player begins the game with a randomly selected Champion in front of them. Each Champion has Reputation Powers that determine how a player can gain Reputation, and what rewards they will gain from it.
<align=center>Reputation Icon:  <size=64><sprite=128></size>",
doc,TMP Body Text,"<align=center>Reputation Icon:  <size=64><sprite=128></size>

",<align=center>Reputation Icon:  <size=64><sprite=128></size>,
doc,TMP Text,Champions & Reputation,Champions & Reputation,
doc,TMP Title Text,"What's New
",What's New,
gote,TMP Body Text,"<i>In the beginning, when the realms were young and unblemished by eons of strife, elementals roamed freely throughout the lands of Vigil. As humanity emerged, the elementals receded, hiding away from those that would use them as resources for their endless fighting. Eventually, they fell into a deep slumber, becoming indistinguishable from the world around them.

Now, as decades of turmoil have shaken New Vigil to its very core, the elementals have begun to awaken and reintroduce themselves to the world around them. The newly roused elementals roam the land, intent on discovering the unfamiliar world which they now find themselves a part of.

The factions have begun to study and learn from the elements, unlocking powerful new enhancements and abilities. There are still other elementals that have no lessons besides the chaos they sow, neither good nor evil, but destructive all the same. Wildfires burn across the plains, storms assault the cities, and floods wipe away countless lifetimes of work.

Malevolent forces of nature are not the only concern—amidst the turmoil, the mischievous gremlins have begun to grow in number, much to the annoyance of the rest of New Vigil’s inhabitants. All the while, Xeron continues to watch from the shadows, biding his time until another opportunity to strike against his enemies presents itself.

Join the people of New Vigil as they attempt to discover the lessons of the elementals, and how to wield them, as they fight to protect their world against unseen forces.</i>

","<i>In the beginning, when the realms were young and unblemished by eons of strife, elementals roamed freely throughout the lands of Vigil. As humanity emerged, the elementals receded, hiding away from those that would use them as resources for their endless fighting. Eventually, they fell into a deep slumber, becoming indistinguishable from the world around them.

Now, as decades of turmoil have shaken New Vigil to its very core, the elementals have begun to awaken and reintroduce themselves to the world around them. The newly roused elementals roam the land, intent on discovering the unfamiliar world which they now find themselves a part of.

The factions have begun to study and learn from the elements, unlocking powerful new enhancements and abilities. There are still other elementals that have no lessons besides the chaos they sow, neither good nor evil, but destructive all the same. Wildfires burn across the plains, storms assault the cities, and floods wipe away countless lifetimes of work.

Malevolent forces of nature are not the only concern—amidst the turmoil, the mischievous gremlins have begun to grow in number, much to the annoyance of the rest of New Vigil’s inhabitants. All the while, Xeron continues to watch from the shadows, biding his time until another opportunity to strike against his enemies presents itself.

Join the people of New Vigil as they attempt to discover the lessons of the elementals, and how to wield them, as they fight to protect their world against unseen forces.</i>",
gote,TMP Text,"
The Elementals Have Awoken...",The Elementals Have Awoken...,
gote,TMP Introduction Text,Introduction,Introduction,
gote,TMP Flavor Text,Her billows feed the fires of creation for all of Hedron.,Her billows feed the fires of creation for all of Hedron.,1
gote,TMP Rules Text,Choose one: Draw a card OR acquire any number of Constructs in the center row without paying their costs.,Choose one: Draw a card OR acquire any number of Constructs in the center row without paying their costs.,
gote,TMP Class Text,Transformed Mechana Hero,Transformed Mechana Hero,
gote,TMP Title,<size=104>F</size>orgemother Reysa,<size=104>F</size>orgemother Reysa,
gote,TMP Rules Text,"Constructs in the center row cost <sprite=33> less to acquire
(to a minimum of <sprite=33>).
Pay <sprite=40>: Transform this into Forgemother Reysa and acquire it.","Constructs in the center row cost <sprite=33> less to acquire
(to a minimum of <sprite=33>).
Pay <sprite=40>: Transform this into Forgemother Reysa and acquire it.",
gote,TMP Class Text,Mechana Event,Mechana Event,
gote,TMP Title,eysa's Trial,eysa's Trial,
gote,TMP Body Text,"When an Event is flipped from the center deck, it does not take up a center row slot. Instead, it is placed in the Event Zone above or below the center row. While one of these Events is in play, it will have an ongoing effect that will change how the game plays out. There can never be more than one Event active at once. If a new Event appears, replace the current event and put it in the Void. 

Events in <i>Ascension: Gift of the Elements™</i> may also be acquired! These Events include a cost in their effect that may be paid by any player during their turn, at which point the Event will leave play and transform into a powerful Hero for that player's deck.
","When an Event is flipped from the center deck, it does not take up a center row slot. Instead, it is placed in the Event Zone above or below the center row. While one of these Events is in play, it will have an ongoing effect that will change how the game plays out. There can never be more than one Event active at once. If a new Event appears, replace the current event and put it in the Void.

Events in <i>Ascension: Gift of the Elements™</i> may also be acquired! These Events include a cost in their effect that may be paid by any player during their turn, at which point the Event will leave play and transform into a powerful Hero for that player's deck.",
gote,TMP Text,Transforming Events,Transforming Events,
gote,TMP Body Text,"<margin-right=12em>When you defeat a Monster with Infest, you may choose a player and put that Monster into their discard pile instead of the void. When a Monster is drawn, it has no effect on its own, so this is a great way to mess up your opponent’s draws. Be careful though, there are a few cards in Ascension: Gift of the Elements™ that allow players to benefit from having Monsters in their deck.","<margin-right=12em>When you defeat a Monster with Infest, you may choose a player and put that Monster into their discard pile instead of the void. When a Monster is drawn, it has no effect on its own, so this is a great way to mess up your opponent’s draws. Be careful though, there are a few cards in Ascension: Gift of the Elements™ that allow players to benefit from having Monsters in their deck.",
gote,TMP Flavor Text,(Monsters have no effect when played from hand.),(Monsters have no effect when played from hand.),
gote,TMP Rules Text,"Reward: Gain <sprite=65>

Infest - When you defeat Yuk Tribe Gremlin, you may put it into a player's discard pile.","Reward: Gain <sprite=65>

Infest - When you defeat Yuk Tribe Gremlin, you may put it into a player's discard pile.",
gote,TMP Class Text,Monster,Monster,
gote,TMP Title,<size=104>Y</size>uk Tribe Gremlin,<size=104>Y</size>uk Tribe Gremlin,
gote,TMP Text,Infest Monsters,Infest Monsters,
gote,TMP Body Text,"<margin-right=12em>When you acquire a card with the Empower keyword, you may banish a card you have already played that turn. Cards with Empower allow players to make their deck better by simultaneously acquiring a card in the center row and getting rid of one of their weaker cards. Unlike when you banish a card from hand, you still get all effects from played cards that are banished.","<margin-right=12em>When you acquire a card with the Empower keyword, you may banish a card you have already played that turn. Cards with Empower allow players to make their deck better by simultaneously acquiring a card in the center row and getting rid of one of their weaker cards. Unlike when you banish a card from hand, you still get all effects from played cards that are banished.",
gote,TMP Flavor Text,They see light where there is darkness.,They see light where there is darkness.,1
gote,TMP Rules Text,"Empower <i>(When you acquire this, you may banish a card you have played this turn.)</i>

Draw a card.","Empower <i>(When you acquire this, you may banish a card you have played this turn.)</i>

Draw a card.",
gote,TMP Class Text,Enlightened Hero,Enlightened Hero,
gote,TMP Title,<size=104>R</size>adiant Aspirant,<size=104>R</size>adiant Aspirant,1
gote,TMP Text,Empower,Empower,
gote,TMP WhatsNew Text,What's New,What's New,
ih,TMP Body Text,"As the Heroes of Vigil struggle to fight back against the tides of undeath encroaching upon their lands, the source of the storm of souls has been discovered. The maelstrom comes from none other than Kythis himself. Once the gatekeeper of the afterlife, Kythis was freed from his duties in a nefarious bargain with Samael. When the Fallen One was defeated by the Godslayer, Kythis hatched a plan to ascend to the empty throne of Deofol.

 To distract enemies who might interfere with his plot, the rebel godling opened the gates of the underworld and unleashed the spirits of the damned. As the tempest of undeath swept over the land, Kythis sought to tap into the font of death itself – the Well of Souls. From within the Well, he drew forth the spirits of fallen Heroes and bound them to himself, encasing their essences in crystalline form. With these Soul Gems bolstering his powers, the former Gatekeeper seeks to bring the realm of Deofol under his sway.

","As the Heroes of Vigil struggle to fight back against the tides of undeath encroaching upon their lands, the source of the storm of souls has been discovered. The maelstrom comes from none other than Kythis himself. Once the gatekeeper of the afterlife, Kythis was freed from his duties in a nefarious bargain with Samael. When the Fallen One was defeated by the Godslayer, Kythis hatched a plan to ascend to the empty throne of Deofol.

To distract enemies who might interfere with his plot, the rebel godling opened the gates of the underworld and unleashed the spirits of the damned. As the tempest of undeath swept over the land, Kythis sought to tap into the font of death itself – the Well of Souls. From within the Well, he drew forth the spirits of fallen Heroes and bound them to himself, encasing their essences in crystalline form. With these Soul Gems bolstering his powers, the former Gatekeeper seeks to bring the realm of Deofol under his sway.",
ih,TMP Text,Introduction,Introduction,
ih,TMP Body Text,"<margin-right=12em>In Storm of Souls, all Trophy Monsters provided a single effect and were then banished once used. In Immortal Heroes, some Trophy Monsters have lasting effects, indicated by the word “Ongoing.” Just like normal Trophy Monsters, these Monsters provide their Honor reward immediately when defeated and are then placed face up in front of you. They continue to provide their effect for as long as they remain in play under your control. 

<i>Example: Kythis, Rebel Godling says “Ongoing Trophy: Once per turn, gain a Soul Gem.” As long as a player has Kythis as a Trophy, he or she can use it to gain a Soul Gem once each turn. 

","<margin-right=12em>In Storm of Souls, all Trophy Monsters provided a single effect and were then banished once used. In Immortal Heroes, some Trophy Monsters have lasting effects, indicated by the word “Ongoing.” Just like normal Trophy Monsters, these Monsters provide their Honor reward immediately when defeated and are then placed face up in front of you. They continue to provide their effect for as long as they remain in play under your control.

<i>Example: Kythis, Rebel Godling says “Ongoing Trophy: Once per turn, gain a Soul Gem.” As long as a player has Kythis as a Trophy, he or she can use it to gain a Soul Gem once each turn.",
ih,TMP Trophy Text,<b><color=#951719FF>Ongoing Trophy:</color></b> Once per turn gain a Soul Gem.,<b><color=#951719FF>Ongoing Trophy:</color></b> Once per turn gain a Soul Gem.,
ih,TMP Rules Text,<b>Reward:</b> Gain <sprite=72> ,<b>Reward:</b> Gain <sprite=72>,
ih,TMP Class Text,Trophy Monster,Trophy Monster,
ih,TMP Title,"<size=104>K</size>ythis, Rebel Godling","<size=104>K</size>ythis, Rebel Godling",1
ih,TMP Text,Trophy Monsters:,Trophy Monsters:,
ih,TMP Body Text,"<margin-right=12em>Soul Gems are a new type of card introduced in Immortal Heroes. Soul Gems represent the spirits of heroes who fought against Samael in the Great War who were trapped by Kythis when he took control of the Well of Souls. Each Soul Gem shares the art and effect of Heroes from previous Ascension sets, though they are not Hero cards themselves. 

Soul Gems are not shuffled into the center deck at the beginning of the game. Instead, they are shuffled together and set aside face down with the Always Available cards. When a card effect tells a player to gain a Soul Gem, that player takes the top card of the Soul Gem deck and places it face up in front of him or her. That player may play that Soul Gem to gain its effect at any time during that turn. At the end of a player’s turn, all Soul Gems he or she controls are banished.

","<margin-right=12em>Soul Gems are a new type of card introduced in Immortal Heroes. Soul Gems represent the spirits of heroes who fought against Samael in the Great War who were trapped by Kythis when he took control of the Well of Souls. Each Soul Gem shares the art and effect of Heroes from previous Ascension sets, though they are not Hero cards themselves.

Soul Gems are not shuffled into the center deck at the beginning of the game. Instead, they are shuffled together and set aside face down with the Always Available cards. When a card effect tells a player to gain a Soul Gem, that player takes the top card of the Soul Gem deck and places it face up in front of him or her. That player may play that Soul Gem to gain its effect at any time during that turn. At the end of a player’s turn, all Soul Gems he or she controls are banished.",
ih,TMP Flavor Text,"(This turn, you may banish this to gain its effect. If you don't, banish this at the end of your turn.)","(This turn, you may banish this to gain its effect. If you don't, banish this at the end of your turn.)",
ih,TMP Rules Text,Defeat a Monster that has <sprite=4> or less without paying its cost.,Defeat a Monster that has <sprite=4> or less without paying its cost.,
ih,TMP Class Text,Soul Gem,Soul Gem,
ih,TMP Title,<size=104>A</size>rha Templar,<size=104>A</size>rha Templar,
ih,TMP Text,Soul Gems:,Soul Gems:,
ih,TMP Text,What's New,What's New,
ru,TMP Body Text,"For as long as anyone can remember, Adayu has been a benevolent protector of the five realms. Able to alter reality with nothing more than a thought, he has saved Vigil countless times over, but now he may be its undoing.

The centuries of pain and struggle have begun to take their toll on Adayu’s mind. What will happen to Vigil if a being with the power to change reality loses his understanding of what that means? The realms must all unite to save Adayu, and existence itself, from being lost to madness.

As Adayu’s insanity takes its hold, the realms have begun to collide and join with one another. To combat this threat, new alliances between factions have formed and powerful champions are at your disposal to battle the spreading chaos.

Horrors from Adayu's nightmares pillage the land. Vigil's foundations shake as they are unmade and remade in a twisted reflection. Can Adayu be restored before there is nothing left to save? It’s up to you.

","For as long as anyone can remember, Adayu has been a benevolent protector of the five realms. Able to alter reality with nothing more than a thought, he has saved Vigil countless times over, but now he may be its undoing.

The centuries of pain and struggle have begun to take their toll on Adayu’s mind. What will happen to Vigil if a being with the power to change reality loses his understanding of what that means? The realms must all unite to save Adayu, and existence itself, from being lost to madness.

As Adayu’s insanity takes its hold, the realms have begun to collide and join with one another. To combat this threat, new alliances between factions have formed and powerful champions are at your disposal to battle the spreading chaos.

Horrors from Adayu's nightmares pillage the land. Vigil's foundations shake as they are unmade and remade in a twisted reflection. Can Adayu be restored before there is nothing left to save? It’s up to you.",
ru,TMP Text,Introduction,Introduction,
ru,TMP Body Text,"<margin-right=12em>Some cards in <i>Ascension: Realms Unraveled™</i> have the Transform ability.  Each card transforms based upon a condition specific to that particular card. When the condition is met, the original card is replaced with the Transformed version. You do not generate any of the effects of the original card, nor is that card considered played.  The card remains in its transformed state until the end of the game.

","<margin-right=12em>Some cards in <i>Ascension: Realms Unraveled™</i> have the Transform ability.  Each card transforms based upon a condition specific to that particular card. When the condition is met, the original card is replaced with the Transformed version. You do not generate any of the effects of the original card, nor is that card considered played.  The card remains in its transformed state until the end of the game.",
ru,TMP Flavor Text,"""Where's the money?""","""Where's the money?""",1
ru,TMP Rules Text,"Draw a card.

Name a faction.  This Hero acts as that faction this turn.","Draw a card.

Name a faction.  This Hero acts as that faction this turn.",
ru,TMP Class Text,Transformed Hero,Transformed Hero,
ru,TMP Title,<size=104>B</size>orderland Mercenary,<size=104>B</size>orderland Mercenary,1
ru,TMP Flavor Text,"""We believe in nothing!""","""We believe in nothing!""",1
ru,TMP Rules Text,<B>Reward:</B> Transform this into Borderland Mercenary and acquire it.,<B>Reward:</B> Transform this into Borderland Mercenary and acquire it.,
ru,TMP Class Text,Monster,Monster,
ru,TMP Title,<size=104>B</size>orderland Nihilist,<size=104>B</size>orderland Nihilist,1
ru,TMP Text,Transform Cards,Transform Cards,
ru,TMP Body Text,"<margin-right=12em><i>Ascension: Realms Unraveled™</i> introduces a new mechanic called Multi-Unite.  Cards with Multi-Unite have additional effects that occur if you play them in the same turn as other Heroes that share the same faction. You gain the bonus effects listed under the Multi-Unite ability for each other Hero you play or have played that shares a faction with the Hero with Multi-Unite.

The order in which you play the Heroes does not matter, since Multi-Unite counts Heroes played before or after the card.

<i>Example: Everbloom Clique is a Lifebound Hero with “Multi-Unite: Gain <sprite=65>.” If you played a Lifebound Hero before Everbloom Clique, and then another afterwards, you would gain a total of <sprite=66>from the Multi-Unite ability.</i>

","<margin-right=12em><i>Ascension: Realms Unraveled™</i> introduces a new mechanic called Multi-Unite.  Cards with Multi-Unite have additional effects that occur if you play them in the same turn as other Heroes that share the same faction. You gain the bonus effects listed under the Multi-Unite ability for each other Hero you play or have played that shares a faction with the Hero with Multi-Unite.

The order in which you play the Heroes does not matter, since Multi-Unite counts Heroes played before or after the card.

<i>Example: Everbloom Clique is a Lifebound Hero with “Multi-Unite: Gain <sprite=65>.” If you played a Lifebound Hero before Everbloom Clique, and then another afterwards, you would gain a total of <sprite=66>from the Multi-Unite ability.</i>",
ru,TMP Rules Text,"Gain <sprite=66>.
Multi-Unite: Gain <sprite=65>. <i>(Gain this effect for each other Lifebound Hero you play or have played this turn.)","Gain <sprite=66>.
Multi-Unite: Gain <sprite=65>. <i>(Gain this effect for each other Lifebound Hero you play or have played this turn.)",
ru,TMP Class Text,Lifebound Hero,Lifebound Hero,
ru,TMP Title,<size=104>E</size>verbloom Clique,<size=104>E</size>verbloom Clique,1
ru,TMP Text,Multi-Unite,Multi-Unite,
ru,TMP Body Text,"<margin-right=12em>Cards in <i>Ascension: Realms Unraveled™</i> can belong to more than one faction.  Multifaction cards are played just like any other cards except they have multiple factions.  This allows them to satisfy the requirements for different Multi-Unite abilities or Transform conditions based on factions.

For example, Disciple of Oziah  can transform if you have played another Enlightened Hero this turn, and Disciple of Euloth can transform if you have played a Mechana Hero.  If you play Canon Templar, you can transform both Disciples, because it is both an Enlightened and Mechana Hero and satisfies the requirements of both. 

","<margin-right=12em>Cards in <i>Ascension: Realms Unraveled™</i> can belong to more than one faction.  Multifaction cards are played just like any other cards except they have multiple factions.  This allows them to satisfy the requirements for different Multi-Unite abilities or Transform conditions based on factions.

For example, Disciple of Oziah  can transform if you have played another Enlightened Hero this turn, and Disciple of Euloth can transform if you have played a Mechana Hero.  If you play Canon Templar, you can transform both Disciples, because it is both an Enlightened and Mechana Hero and satisfies the requirements of both.",
ru,TMP Flavor Text,His edicts are final.,His edicts are final.,1
ru,TMP Rules Text,"Gain <sprite=34>.
You may defeat a Monster with <sprite=0> cost less than or equal to the <sprite=32> cost of a Construct you control.","Gain <sprite=34>.
You may defeat a Monster with <sprite=0> cost less than or equal to the <sprite=32> cost of a Construct you control.",
ru,TMP Class Text,Enlightened Mechana Hero,Enlightened Mechana Hero,
ru,TMP Title,<size=104>C</size>anon Templar,<size=104>C</size>anon Templar,
ru,TMP Text,Multifaction Cards,Multifaction Cards,
ru,TMP Text,What's New,What's New,
rov,TMP Body Text,"
It has been years since Kythis was defeated.  The Well of Souls once more welcomes home the long-suffering spirits of the fallen.  For the first time in generations, peace and prosperity replaced the chaos of bloody war.  From the seeds of death sprung hope as the people of Vigil rebuilt her war-torn cities and honored the sacrifices of her dead.

It was in this time of plenty that the mysterious shards appeared.  Like the crystalline tears of some weeping god, they rained upon Vigil in storms of pulsing light.  They were found casting their peculiar glow in long forgotten mines, abandoned temples, and silent shrines.  All the while, strange tales of enhanced sorcery, strength, and power spread.  Mystics and other arcane practitioners praised the gods for their divine gift, claiming the shards a reward for their many trials and tribulations.  Still others called for further study, cautioning all who would listen that such power never comes without a price.

And while the people of Vigil celebrate their new source of power, tales of twisted beasts and nightmarish creatures are told in whispers.  Vigil's hard won peace is poised to shatter, as strange new monsters defile once sacred sites and stalk the trails between the villages.  The power of the shards brought about the Rise of Vigil - will it now cause her fall?

","It has been years since Kythis was defeated.  The Well of Souls once more welcomes home the long-suffering spirits of the fallen.  For the first time in generations, peace and prosperity replaced the chaos of bloody war.  From the seeds of death sprung hope as the people of Vigil rebuilt her war-torn cities and honored the sacrifices of her dead.

It was in this time of plenty that the mysterious shards appeared.  Like the crystalline tears of some weeping god, they rained upon Vigil in storms of pulsing light.  They were found casting their peculiar glow in long forgotten mines, abandoned temples, and silent shrines.  All the while, strange tales of enhanced sorcery, strength, and power spread.  Mystics and other arcane practitioners praised the gods for their divine gift, claiming the shards a reward for their many trials and tribulations.  Still others called for further study, cautioning all who would listen that such power never comes without a price.

And while the people of Vigil celebrate their new source of power, tales of twisted beasts and nightmarish creatures are told in whispers.  Vigil's hard won peace is poised to shatter, as strange new monsters defile once sacred sites and stalk the trails between the villages.  The power of the shards brought about the Rise of Vigil - will it now cause her fall?",
rov,TMP Text,Introduction,Introduction,
rov,TMP Text,"<allcaps>Player's Energy:</allcaps>
Player's Energy for their turn.","<allcaps>Player's Energy:</allcaps>
Player's Energy for their turn.",
rov,TMP Text,"<allcaps>Center Row:</allcaps>
This Center Row contains the cards you can acquire or defeat.","<allcaps>Center Row:</allcaps>
This Center Row contains the cards you can acquire or defeat.",
rov,TMP Text,"<allcaps>Global Honor Pool:</allcaps>
Honor Points for the game are drawn from this pool.","<allcaps>Global Honor Pool:</allcaps>
Honor Points for the game are drawn from this pool.",
rov,TMP Text,"<allcaps>Treasure Count:</allcaps>
Shows the amount of treasure cards available.","<allcaps>Treasure Count:</allcaps>
Shows the amount of treasure cards available.",
rov,TMP Text,"<allcaps>Treasure Card:</allcaps>
Acquiring or defeating center row cards will reward you with all Treasure cards underneath the acquired or defeated card.","<allcaps>Treasure Card:</allcaps>
Acquiring or defeating center row cards will reward you with all Treasure cards underneath the acquired or defeated card.",
rov,TMP Text,"<allcaps>Void:</allcaps>
Defeated monsters are sent here.","<allcaps>Void:</allcaps>
Defeated monsters are sent here.",
rov,TMP Text,"<allcaps>Player's Power:</allcaps>
Player's Power for their turn.","<allcaps>Player's Power:</allcaps>
Player's Power for their turn.",
rov,TMP Text,"<allcaps>Player's Runes:</allcaps>
Player's Rune count for their turn.","<allcaps>Player's Runes:</allcaps>
Player's Rune count for their turn.",
rov,TMP Text,"Top Area
",Top Area,
rov,TMP Body Text,"<margin-right=12em>Energy <sprite=96> is a new type of resource in Rise of Vigil.  Unlike Runes or Power, Energy is not spent.  Some cards have Energize abilities which turn on when you reach a certain Energy threshold.  The Energize text on a Hero, Construct, or Monster reward is active if you have gained Energy equal to or greater than its Energize number that turn.

<i>Example: Darkwalker says “Gain <sprite=2>. <color=#005778ff>Energize <sprite=97>:</color> You may banish a card from your hand or discard pile.”

Playing Darkwalker will always give you 2 Power.  If you have gained 1 or more Energy during your turn before you play Darkwalker, you will also be able to banish a card from your hand or discard pile.  If you have 2 copies of Darkwalker, you can use both of their Energize powers even if you have gained only 1 Energy that turn, since Energy is a threshold resource and not spent.

","<margin-right=12em>Energy <sprite=96> is a new type of resource in Rise of Vigil.  Unlike Runes or Power, Energy is not spent.  Some cards have Energize abilities which turn on when you reach a certain Energy threshold.  The Energize text on a Hero, Construct, or Monster reward is active if you have gained Energy equal to or greater than its Energize number that turn.

<i>Example: Darkwalker says “Gain <sprite=2>. <color=#005778ff>Energize <sprite=97>:</color> You may banish a card from your hand or discard pile.”

Playing Darkwalker will always give you 2 Power.  If you have gained 1 or more Energy during your turn before you play Darkwalker, you will also be able to banish a card from your hand or discard pile.  If you have 2 copies of Darkwalker, you can use both of their Energize powers even if you have gained only 1 Energy that turn, since Energy is a threshold resource and not spent.",
rov,TMP Energize Text,<color=#005778ff>Energize <sprite=97>:</color> You may banish a card in your hand or discard pile.,<color=#005778ff>Energize <sprite=97>:</color> You may banish a card in your hand or discard pile.,
rov,TMP Rules Text,"
Gain <sprite=2>
",Gain <sprite=2>,
rov,TMP Class Text,Void Hero,Void Hero,
rov,TMP Title,<size=104>D</size>arkwalker,<size=104>D</size>arkwalker,
rov,TMP Text,Energize,Energize,
rov,TMP Body Text,"<margin-right=12em>Treasure is a new type of card in Rise of Vigil.  Treasure cards are different from most other card types in that they do not take up spots in the Center Row.  When a Treasure card enters the Center Row, it remains in that spot and the next card from the center deck is flipped on top of it.  This process repeats until a non-Treasure card enters the Center Row.  Whenever a player acquires or defeats a card in the Center Row, that player acquires all Treasure cards underneath it.

Once acquired, Treasure cards are played just like heroes.  Players also start with one Energy Shard in their starting deck (indicated by the basic card frames).
","<margin-right=12em>Treasure is a new type of card in Rise of Vigil.  Treasure cards are different from most other card types in that they do not take up spots in the Center Row.  When a Treasure card enters the Center Row, it remains in that spot and the next card from the center deck is flipped on top of it.  This process repeats until a non-Treasure card enters the Center Row.  Whenever a player acquires or defeats a card in the Center Row, that player acquires all Treasure cards underneath it.

Once acquired, Treasure cards are played just like heroes.  Players also start with one Energy Shard in their starting deck (indicated by the basic card frames).",
rov,TMP Flavor Text,"A remnant of something long since forgotten, their appearance in Vigil is shrouded in mystery.","A remnant of something long since forgotten, their appearance in Vigil is shrouded in mystery.",
rov,TMP Class Text,Treasure,Treasure,
rov,TMP Title,<size=104>E</size>nergy Shard,<size=104>E</size>nergy Shard,1
rov,TMP Text,What's New,What's New,
rotf,TMP Body Text,"
My divinations relate a frightful tale- I have seen cosmic events of the darkest portent. There lately came to the yawning gate of death a divine spirit, wrathful and red, not to be mistaken for a mortal will. The Gatekeeper knelt and, with two hands, plucked it from the stream of souls, brushing stars from the pulsating force like so many burrs.

""This soul is familiar,"" said the Gatekeeper. Then was heard a viper's voice, as if spoken from five mouths at once: It is because I created you. You must release me.

""Yet, I am bound to send you on your way,"" the Gatekeeper replied.  ""You wore a mortal skin. You must suffer a mortal fate.""

<i>No, Kythis. You are bound no longer. Forbear my fate, Gatekeeper, and I shall absolve you of yours. It is still within my power.</i>

Thus, Samael the Fallen was spared exile to Deofol—at the cost of leaving death's riverbank forever unwatched, the gate untended, and all wills condemned to purgatory.

Now, the flames of war again decorate the horizon. Terror grips the frontier, so recently resettled, only to be submerged anew in the blood of mortals. With the Gatekeeper gone, the souls torn from the bodies of Vigil's defenders will know no respite unless all is set right.

Let a call echo across all of Vigil. The bickering that came in war's wake must end. A Godslayer must take up arms a second time.

The Fallen has returned.","My divinations relate a frightful tale- I have seen cosmic events of the darkest portent. There lately came to the yawning gate of death a divine spirit, wrathful and red, not to be mistaken for a mortal will. The Gatekeeper knelt and, with two hands, plucked it from the stream of souls, brushing stars from the pulsating force like so many burrs.

""This soul is familiar,"" said the Gatekeeper. Then was heard a viper's voice, as if spoken from five mouths at once: It is because I created you. You must release me.

""Yet, I am bound to send you on your way,"" the Gatekeeper replied.  ""You wore a mortal skin. You must suffer a mortal fate.""

<i>No, Kythis. You are bound no longer. Forbear my fate, Gatekeeper, and I shall absolve you of yours. It is still within my power.
</i>

Thus, Samael the Fallen was spared exile to Deofol—at the cost of leaving death's riverbank forever unwatched, the gate untended, and all wills condemned to purgatory.

Now, the flames of war again decorate the horizon. Terror grips the frontier, so recently resettled, only to be submerged anew in the blood of mortals. With the Gatekeeper gone, the souls torn from the bodies of Vigil's defenders will know no respite unless all is set right.

Let a call echo across all of Vigil. The bickering that came in war's wake must end. A Godslayer must take up arms a second time.

The Fallen has returned.",
rotf,TMP Text,Introduction,Introduction,
rotf,TMP Body Text,"<margin-right=12em>Some cards have effects when they enter the Center Row.  The effects of these cards occur immediately, including at the start of the game when the Center Row is first dealt.  These are called Fate Cards, and their effects are written in white text within a black textbox, labeled with the Fate keyword.

","<margin-right=12em>Some cards have effects when they enter the Center Row.  The effects of these cards occur immediately, including at the start of the game when the Center Row is first dealt.  These are called Fate Cards, and their effects are written in white text within a black textbox, labeled with the Fate keyword.",
rotf,TMP Rules Text,Draw two cards. Each other player may draw a card.  Then you may banish a card in the center row.,Draw two cards. Each other player may draw a card.  Then you may banish a card in the center row.,
rotf,TMP Fate Text,"<color=#fdc60eff>Fate:</color> When this enters the center row, each player may draw a card.","<color=#fdc60eff>Fate:</color> When this enters the center row, each player may draw a card.",
rotf,TMP Class Text,Enlightened Hero,Enlightened Hero,
rotf,TMP Title,<size=104>A</size>skara of Fate,<size=104>A</size>skara of Fate,1
rotf,TMP Text,Fate Cards:,Fate Cards:,
rotf,TMP Body Text,"The game ends when a certain amount of Honor has been earned, depending on the number of players.	
<align=center>
2 Players = <sprite=77> Honor     3 Players = <sprite=78> Honor     4 Players = <sprite=79> Honor

","The game ends when a certain amount of Honor has been earned, depending on the number of players.

<align=center>
2 Players = <sprite=77> Honor     3 Players = <sprite=78> Honor     4 Players = <sprite=79> Honor",
rotf,TMP Text,Honor Pool:,Honor Pool:,
rotf,TMP Text,What's New,What's New,
