prefab,path,component
RulebookDoC,RulebookDoC/Scroll View/Viewport/Content/Text/Cards/CardLibraryFamiliar/Card_Bottom/TMP Class Text,TMP Class Text
RulebookDoC,RulebookDoC/Scroll View/Viewport/Content/Text/Cards/CardLibraryFamiliar/Card_Bottom/TMP Rules Text,TMP Rules Text
RulebookDoC,RulebookDoC/Scroll View/Viewport/Content/Text/Cards/CardLibraryFamiliar/Card_Bottom/TMP Rules Text/TMP SubMeshUI [TextMeshPro/Sprite],TMP SubMeshUI [TextMeshPro/Sprite]
RulebookDoC,RulebookDoC/Scroll View/Viewport/Content/Text/Cards/CardLibraryFamiliar/Card_Bottom/TMP Flavor Text,TMP Flavor Text
RulebookDoC,RulebookDoC/Scroll View/Viewport/Content/Text/Cards/CardLibraryFamiliar/Card_Bottom/TMP VP Text,TMP VP Text
RulebookDoC,RulebookDoC/Scroll View/Viewport/Content/Text/Cards/CardLibraryFamiliar/Card_Bottom/TMP VP Text/TMP SubMeshUI [TextMeshPro/Sprite],TMP SubMeshUI [TextMeshPro/Sprite]
RulebookDoC,RulebookDoC/Scroll View/Viewport/Content/Text/Cards/CardLibraryFamiliar/Card_Bottom/TMP Cardset Text,TMP Cardset Text
RulebookDoC,RulebookDoC/Scroll View/Viewport/Content/Text/Cards/CardLibraryFamiliar/Card_Bottom/TMP Cardset Text/TMP SubMeshUI [TextMeshPro/Sprite],TMP SubMeshUI [TextMeshPro/Sprite]
RulebookDoC,RulebookDoC/Scroll View/Viewport/Content/Text/Cards/CardChieftan/Card_Top/Cost_Rune/TMP Cost,TMP Cost
RulebookDoC,RulebookDoC/Scroll View/Viewport/Content/Text/Cards/CardChieftan/Card_Top/Title/TMP Title,TMP Title
RulebookDoC,RulebookDoC/Scroll View/Viewport/Content/Text/Cards/CardChieftan/Card_Bottom/TMP Class Text,TMP Class Text
RulebookDoC,RulebookDoC/Scroll View/Viewport/Content/Text/Cards/CardChieftan/Card_Bottom/TMP Rules Text,TMP Rules Text
RulebookDoC,RulebookDoC/Scroll View/Viewport/Content/Text/Cards/CardChieftan/Card_Bottom/TMP Rules Text/TMP SubMeshUI [TextMeshPro/Sprite],TMP SubMeshUI [TextMeshPro/Sprite]
RulebookDoC,RulebookDoC/Scroll View/Viewport/Content/Text/Cards/CardChieftan/Card_Bottom/TMP Flavor Text,TMP Flavor Text
RulebookDoC,RulebookDoC/Scroll View/Viewport/Content/Text/Cards/CardChieftan/Card_Bottom/TMP VP Text,TMP VP Text
RulebookDoC,RulebookDoC/Scroll View/Viewport/Content/Text/Cards/CardChieftan/Card_Bottom/TMP VP Text/TMP SubMeshUI [TextMeshPro/Sprite],TMP SubMeshUI [TextMeshPro/Sprite]
RulebookDoC,RulebookDoC/Scroll View/Viewport/Content/Text/Cards/CardChieftan/Card_Bottom/TMP Cardset Text,TMP Cardset Text
RulebookDoC,RulebookDoC/Scroll View/Viewport/Content/Text/Cards/CardChieftan/Card_Bottom/TMP Cardset Text/TMP SubMeshUI [TextMeshPro/Sprite],TMP SubMeshUI [TextMeshPro/Sprite]
RulebookDoC,RulebookDoC/Scroll View/Viewport/Content/Text/TMP Body Text,TMP Body Text
RulebookDoC,RulebookDoC/Scroll View/Viewport/Content/FactionMonsters/TMP Text,TMP Text
RulebookDoC,RulebookDoC/Scroll View/Viewport/Content/TMP Body Text,TMP Body Text
RulebookDoC,RulebookDoC/Scroll View/Viewport/Content/TMP Body Text/Cards/CardWildRiftdrake/Card_M_Top/Cost_Power/TMP Cost,TMP Cost
RulebookDoC,RulebookDoC/Scroll View/Viewport/Content/TMP Body Text/Cards/CardWildRiftdrake/Card_M_Top/Title/TMP Title,TMP Title
RulebookDoC,RulebookDoC/Scroll View/Viewport/Content/TMP Body Text/Cards/CardWildRiftdrake/Card_M_Bottom/TMP Class Text,TMP Class Text
RulebookDoC,RulebookDoC/Scroll View/Viewport/Content/TMP Body Text/Cards/CardWildRiftdrake/Card_M_Bottom/TMP Rules Text,TMP Rules Text
RulebookDoC,RulebookDoC/Scroll View/Viewport/Content/TMP Body Text/Cards/CardWildRiftdrake/Card_M_Bottom/TMP Rules Text/TMP SubMeshUI [TextMeshPro/Sprite],TMP SubMeshUI [TextMeshPro/Sprite]
RulebookDoC,RulebookDoC/Scroll View/Viewport/Content/TMP Body Text/Cards/CardWildRiftdrake/Card_M_Bottom/TMP Flavor Text,TMP Flavor Text
RulebookDoC,RulebookDoC/Scroll View/Viewport/Content/TMP Body Text/Cards/CardWildRiftdrake/Card_M_Bottom/TMP Cardset Text,TMP Cardset Text
RulebookDoC,RulebookDoC/Scroll View/Viewport/Content/TMP Body Text/Cards/CardWildRiftdrake/Card_M_Bottom/TMP Cardset Text/TMP SubMeshUI [TextMeshPro/Sprite],TMP SubMeshUI [TextMeshPro/Sprite]
RulebookDoC,RulebookDoC/Scroll View/Viewport/Content/TheSunRisesOnaNewWorld/TMP Text,TMP Text
RulebookDoC,RulebookDoC/Scroll View/Viewport/Content/TMP Body Text,TMP Body Text
RulebookDS,RulebookDS/Scroll View/Viewport/Content/DreamscapeDreamDeck/TMP Text,TMP Text
RulebookDS,RulebookDS/Scroll View/Viewport/Content/TMP Body Text,TMP Body Text
RulebookDS,RulebookDS/Scroll View/Viewport/Content/TMP Body Text/TMP SubMeshUI [TextMeshPro/Sprite],TMP SubMeshUI [TextMeshPro/Sprite]
RulebookDS,RulebookDS/Scroll View/Viewport/Content/TMP Body Text/CardStalkShadows/Card_Top/Cost_Insight/TMP Cost,TMP Cost
RulebookDS,RulebookDS/Scroll View/Viewport/Content/TMP Body Text/CardStalkShadows/Card_Top/Title/TMP Title,TMP Title
RulebookDS,RulebookDS/Scroll View/Viewport/Content/TMP Body Text/CardStalkShadows/Card_Bottom/TMP Class Text,TMP Class Text
RulebookDS,RulebookDS/Scroll View/Viewport/Content/TMP Body Text/CardStalkShadows/Card_Bottom/TMP Rules Text,TMP Rules Text
RulebookDS,RulebookDS/Scroll View/Viewport/Content/TMP Body Text/CardStalkShadows/Card_Bottom/TMP Rules Text/TMP SubMeshUI [TextMeshPro/Sprite],TMP SubMeshUI [TextMeshPro/Sprite]
RulebookDS,RulebookDS/Scroll View/Viewport/Content/TMP Body Text/CardStalkShadows/Card_Bottom/TMP Flavor Text,TMP Flavor Text
RulebookDS,RulebookDS/Scroll View/Viewport/Content/TMP Body Text/CardStalkShadows/Card_Bottom/TMP Cardset Text,TMP Cardset Text
RulebookDS,RulebookDS/Scroll View/Viewport/Content/TMP Body Text/CardStalkShadows/Card_Bottom/TMP Cardset Text/TMP SubMeshUI [TextMeshPro/Sprite],TMP SubMeshUI [TextMeshPro/Sprite]
RulebookDS,RulebookDS/Scroll View/Viewport/Content/Insight/TMP Text,TMP Text
RulebookDS,RulebookDS/Scroll View/Viewport/Content/TMP Body Text,TMP Body Text
RulebookDS,RulebookDS/Scroll View/Viewport/Content/TMP Body Text/TMP SubMeshUI [TextMeshPro/Sprite],TMP SubMeshUI [TextMeshPro/Sprite]
RulebookDS,RulebookDS/Scroll View/Viewport/Content/DreambornCards/TMP Text,TMP Text
RulebookDS,RulebookDS/Scroll View/Viewport/Content/TMP Body Text,TMP Body Text
RulebookDS,RulebookDS/Scroll View/Viewport/Content/TMP Body Text/TMP SubMeshUI [TextMeshPro/Sprite],TMP SubMeshUI [TextMeshPro/Sprite]
RulebookDS,RulebookDS/Scroll View/Viewport/Content/TMP Body Text/CardSynapseSpire/Card_Top/Cost_Rune/TMP Cost,TMP Cost
RulebookDS,RulebookDS/Scroll View/Viewport/Content/TMP Body Text/CardSynapseSpire/Card_Top/Title/TMP Title,TMP Title
RulebookDS,RulebookDS/Scroll View/Viewport/Content/TMP Body Text/CardSynapseSpire/Card_Bottom/TMP Class Text,TMP Class Text
RulebookDS,RulebookDS/Scroll View/Viewport/Content/TMP Body Text/CardSynapseSpire/Card_Bottom/TMP Rules Text,TMP Rules Text
RulebookDS,RulebookDS/Scroll View/Viewport/Content/TMP Body Text/CardSynapseSpire/Card_Bottom/TMP Rules Text/TMP SubMeshUI [TextMeshPro/Sprite],TMP SubMeshUI [TextMeshPro/Sprite]
RulebookDS,RulebookDS/Scroll View/Viewport/Content/TMP Body Text/CardSynapseSpire/Card_Bottom/TMP VP Text,TMP VP Text
RulebookDS,RulebookDS/Scroll View/Viewport/Content/TMP Body Text/CardSynapseSpire/Card_Bottom/TMP VP Text/TMP SubMeshUI [TextMeshPro/Sprite],TMP SubMeshUI [TextMeshPro/Sprite]
RulebookDS,RulebookDS/Scroll View/Viewport/Content/TMP Body Text/CardSynapseSpire/Card_Bottom/TMP Cardset Text,TMP Cardset Text
RulebookDS,RulebookDS/Scroll View/Viewport/Content/TMP Body Text/CardSynapseSpire/Card_Bottom/TMP Cardset Text/TMP SubMeshUI [TextMeshPro/Sprite],TMP SubMeshUI [TextMeshPro/Sprite]
RulebookDS,RulebookDS/Scroll View/Viewport/Content/VisionCards/TMP Text,TMP Text
RulebookDS,RulebookDS/Scroll View/Viewport/Content/TMP Body Text,TMP Body Text
RulebookDS,RulebookDS/Scroll View/Viewport/Content/TMP Body Text/CardWickedEnd/Card_Top/Cost_Insight/TMP Cost,TMP Cost
RulebookDS,RulebookDS/Scroll View/Viewport/Content/TMP Body Text/CardWickedEnd/Card_Top/Title/TMP Title,TMP Title
RulebookDS,RulebookDS/Scroll View/Viewport/Content/TMP Body Text/CardWickedEnd/Card_Bottom/TMP Class Text,TMP Class Text
RulebookDS,RulebookDS/Scroll View/Viewport/Content/TMP Body Text/CardWickedEnd/Card_Bottom/TMP Rules Text,TMP Rules Text
RulebookDS,RulebookDS/Scroll View/Viewport/Content/TMP Body Text/CardWickedEnd/Card_Bottom/TMP Rules Text/TMP SubMeshUI [TextMeshPro/Sprite],TMP SubMeshUI [TextMeshPro/Sprite]
RulebookDS,RulebookDS/Scroll View/Viewport/Content/TMP Body Text/CardWickedEnd/Card_Bottom/TMP Flavor Text,TMP Flavor Text
RulebookDS,RulebookDS/Scroll View/Viewport/Content/TMP Body Text/CardWickedEnd/Card_Bottom/TMP Cardset Text,TMP Cardset Text
RulebookDS,RulebookDS/Scroll View/Viewport/Content/TMP Body Text/CardWickedEnd/Card_Bottom/TMP Cardset Text/TMP SubMeshUI [TextMeshPro/Sprite],TMP SubMeshUI [TextMeshPro/Sprite]
RulebookDS,RulebookDS/Scroll View/Viewport/Content/VisionCallouts/CardCetrasRespite/Card_Top/Cost_Insight/TMP Cost,TMP Cost
RulebookDS,RulebookDS/Scroll View/Viewport/Content/VisionCallouts/CardCetrasRespite/Card_Top/Title/TMP Title,TMP Title
RulebookDS,RulebookDS/Scroll View/Viewport/Content/VisionCallouts/CardCetrasRespite/Card_Bottom/TMP Class Text,TMP Class Text
RulebookDS,RulebookDS/Scroll View/Viewport/Content/VisionCallouts/CardCetrasRespite/Card_Bottom/TMP Rules Text,TMP Rules Text
RulebookDS,RulebookDS/Scroll View/Viewport/Content/VisionCallouts/CardCetrasRespite/Card_Bottom/TMP Rules Text/TMP SubMeshUI [TextMeshPro/Sprite],TMP SubMeshUI [TextMeshPro/Sprite]
RulebookDS,RulebookDS/Scroll View/Viewport/Content/VisionCallouts/CardCetrasRespite/Card_Bottom/TMP Flavor Text,TMP Flavor Text
RulebookDS,RulebookDS/Scroll View/Viewport/Content/VisionCallouts/CardCetrasRespite/Card_Bottom/TMP Cardset Text,TMP Cardset Text
RulebookDS,RulebookDS/Scroll View/Viewport/Content/VisionCallouts/CardCetrasRespite/Card_Bottom/TMP Cardset Text/TMP SubMeshUI [TextMeshPro/Sprite],TMP SubMeshUI [TextMeshPro/Sprite]
RulebookDS,RulebookDS/Scroll View/Viewport/Content/VisionCallouts/Name/TMP Text,TMP Text
RulebookDS,RulebookDS/Scroll View/Viewport/Content/VisionCallouts/Faction/TMP Text,TMP Text
RulebookDS,RulebookDS/Scroll View/Viewport/Content/VisionCallouts/Flavor/TMP Text,TMP Text
RulebookDS,RulebookDS/Scroll View/Viewport/Content/VisionCallouts/Cost/TMP Text,TMP Text
RulebookDS,RulebookDS/Scroll View/Viewport/Content/VisionCallouts/Effect/TMP Text,TMP Text
RulebookDS,RulebookDS/Scroll View/Viewport/Content/VisionCallouts/Rarity Set Icon/TMP Text,TMP Text
RulebookDS,RulebookDS/Scroll View/Viewport/Content/VisionCallouts/Rarity Set Icon/TMP Text/TMP SubMeshUI [TextMeshPro/Sprite],TMP SubMeshUI [TextMeshPro/Sprite]
RulebookDS,RulebookDS/Scroll View/Viewport/Content/EndlessPossibilitiesAwait/TMP Text,TMP Text
RulebookDS,RulebookDS/Scroll View/Viewport/Content/TMP Body Text,TMP Body Text
RulebookWoS,RulebookWoS/Scroll View/Viewport/Content/LightDarkCards /TMP Text,TMP Text
RulebookWoS,RulebookWoS/Scroll View/Viewport/Content/TMP Body Text,TMP Body Text
RulebookWoS,RulebookWoS/Scroll View/Viewport/Content/TMP Body Text/TMP SubMeshUI [TextMeshPro/Sprite],TMP SubMeshUI [TextMeshPro/Sprite]
RulebookWoS,RulebookWoS/Scroll View/Viewport/Content/Cards/CardTahyrSun/Card_Top/Cost_Base/Cost_Rune/TMP Cost,TMP Cost
RulebookWoS,RulebookWoS/Scroll View/Viewport/Content/Cards/CardTahyrSun/Card_Top/Title/TMP Title,TMP Title
RulebookWoS,RulebookWoS/Scroll View/Viewport/Content/Cards/CardTahyrSun/Card_Bottom/TMP Class Text,TMP Class Text
RulebookWoS,RulebookWoS/Scroll View/Viewport/Content/Cards/CardTahyrSun/Card_Bottom/Rules Area/TMP Rules Text,TMP Rules Text
RulebookWoS,RulebookWoS/Scroll View/Viewport/Content/Cards/CardTahyrSun/Card_Bottom/Rules Area/TMP Rules Text/TMP SubMeshUI [TextMeshPro/Sprite],TMP SubMeshUI [TextMeshPro/Sprite]
RulebookWoS,RulebookWoS/Scroll View/Viewport/Content/Cards/CardTahyrSun/Card_Bottom/Rules Area/Day Box/TMP Day Text/TMP SubMeshUI [TextMeshPro/Sprite],TMP SubMeshUI [TextMeshPro/Sprite]
RulebookWoS,RulebookWoS/Scroll View/Viewport/Content/Cards/CardTahyrSun/Card_Bottom/HonorBase/TMP VP Text,TMP VP Text
RulebookWoS,RulebookWoS/Scroll View/Viewport/Content/Cards/CardTahyrSun/Card_Bottom/HonorBase/TMP VP Text/TMP SubMeshUI [TextMeshPro/Sprite],TMP SubMeshUI [TextMeshPro/Sprite]
RulebookWoS,RulebookWoS/Scroll View/Viewport/Content/Cards/CardTahyrSun/Card_Bottom/TMP Cardset Text,TMP Cardset Text
RulebookWoS,RulebookWoS/Scroll View/Viewport/Content/Cards/CardTahyrSun/Card_Bottom/TMP Cardset Text/TMP SubMeshUI [TextMeshPro/Sprite],TMP SubMeshUI [TextMeshPro/Sprite]
RulebookWoS,RulebookWoS/Scroll View/Viewport/Content/Cards/CardLegionAklys/Card_M_Top/Cost_Base/Cost_Power/TMP Cost,TMP Cost
RulebookWoS,RulebookWoS/Scroll View/Viewport/Content/Cards/CardLegionAklys/Card_M_Top/Title/TMP Title,TMP Title
RulebookWoS,RulebookWoS/Scroll View/Viewport/Content/Cards/CardLegionAklys/Card_M_Bottom/TMP Class Text,TMP Class Text
RulebookWoS,RulebookWoS/Scroll View/Viewport/Content/Cards/CardLegionAklys/Card_M_Bottom/Trophy Rules Area/TMP Rules Text,TMP Rules Text
RulebookWoS,RulebookWoS/Scroll View/Viewport/Content/Cards/CardLegionAklys/Card_M_Bottom/Trophy Rules Area/TMP Rules Text/TMP SubMeshUI [TextMeshPro/Sprite],TMP SubMeshUI [TextMeshPro/Sprite]
RulebookWoS,RulebookWoS/Scroll View/Viewport/Content/Cards/CardLegionAklys/Card_M_Bottom/Trophy Rules Area/Trophy Box/TMP Trophy Text/TMP SubMeshUI [TextMeshPro/Sprite],TMP SubMeshUI [TextMeshPro/Sprite]
RulebookWoS,RulebookWoS/Scroll View/Viewport/Content/Cards/CardLegionAklys/Card_M_Bottom/Trophy Rules Area/Trophy Box Alt/TMP Trophy Text/TMP SubMeshUI [TextMeshPro/Sprite],TMP SubMeshUI [TextMeshPro/Sprite]
RulebookWoS,RulebookWoS/Scroll View/Viewport/Content/Cards/CardLegionAklys/Card_M_Bottom/TMP Cardset Text,TMP Cardset Text
RulebookWoS,RulebookWoS/Scroll View/Viewport/Content/Cards/CardLegionAklys/Card_M_Bottom/TMP Cardset Text/TMP SubMeshUI [TextMeshPro/Sprite],TMP SubMeshUI [TextMeshPro/Sprite]
RulebookWoS,RulebookWoS/Scroll View/Viewport/Content/DualCostCards /TMP Text,TMP Text
RulebookWoS,RulebookWoS/Scroll View/Viewport/Content/TMP Body Text,TMP Body Text
RulebookWoS,RulebookWoS/Scroll View/Viewport/Content/TMP Body Text/CardFoundryHound/Card_Top/Cost_PowerRuneBas/Cost_Rune/TMP Cost,TMP Cost
RulebookWoS,RulebookWoS/Scroll View/Viewport/Content/TMP Body Text/CardFoundryHound/Card_Top/Cost_PowerRuneBas/Cost_Power/TMP Cost,TMP Cost
RulebookWoS,RulebookWoS/Scroll View/Viewport/Content/TMP Body Text/CardFoundryHound/Card_Top/Title/TMP Title,TMP Title
RulebookWoS,RulebookWoS/Scroll View/Viewport/Content/TMP Body Text/CardFoundryHound/Card_Bottom/TMP Class Text,TMP Class Text
RulebookWoS,RulebookWoS/Scroll View/Viewport/Content/TMP Body Text/CardFoundryHound/Card_Bottom/Rules Area/TMP Rules Text,TMP Rules Text
RulebookWoS,RulebookWoS/Scroll View/Viewport/Content/TMP Body Text/CardFoundryHound/Card_Bottom/Rules Area/TMP Rules Text/TMP SubMeshUI [TextMeshPro/Sprite],TMP SubMeshUI [TextMeshPro/Sprite]
RulebookWoS,RulebookWoS/Scroll View/Viewport/Content/TMP Body Text/CardFoundryHound/Card_Bottom/TMP Flavor Text,TMP Flavor Text
RulebookWoS,RulebookWoS/Scroll View/Viewport/Content/TMP Body Text/CardFoundryHound/Card_Bottom/HonorBase/TMP VP Text,TMP VP Text
RulebookWoS,RulebookWoS/Scroll View/Viewport/Content/TMP Body Text/CardFoundryHound/Card_Bottom/HonorBase/TMP VP Text/TMP SubMeshUI [TextMeshPro/Sprite],TMP SubMeshUI [TextMeshPro/Sprite]
RulebookWoS,RulebookWoS/Scroll View/Viewport/Content/TMP Body Text/CardFoundryHound/Card_Bottom/TMP Cardset Text,TMP Cardset Text
RulebookWoS,RulebookWoS/Scroll View/Viewport/Content/TMP Body Text/CardFoundryHound/Card_Bottom/TMP Cardset Text/TMP SubMeshUI [TextMeshPro/Sprite],TMP SubMeshUI [TextMeshPro/Sprite]
RulebookWoS,RulebookWoS/Scroll View/Viewport/Content/WarIsUponUs/TMP Text,TMP Text
RulebookWoS,RulebookWoS/Scroll View/Viewport/Content/TMP Body Text,TMP Body Text
RulebookGotE,RulebookGotE/Scroll View/Viewport/Content/Empower/TMP Text,TMP Text
RulebookGotE,RulebookGotE/Scroll View/Viewport/Content/TMP Body Text,TMP Body Text
RulebookGotE,RulebookGotE/Scroll View/Viewport/Content/TMP Body Text/TMP SubMeshUI [TextMeshPro/Sprite],TMP SubMeshUI [TextMeshPro/Sprite]
RulebookGotE,RulebookGotE/Scroll View/Viewport/Content/TMP Body Text/Card/Card_Top/Cost_Rune/TMP Cost,TMP Cost
RulebookGotE,RulebookGotE/Scroll View/Viewport/Content/TMP Body Text/Card/Card_Top/Title/TMP Title,TMP Title
RulebookGotE,RulebookGotE/Scroll View/Viewport/Content/TMP Body Text/Card/Card_Bottom/TMP Class Text,TMP Class Text
RulebookGotE,RulebookGotE/Scroll View/Viewport/Content/TMP Body Text/Card/Card_Bottom/TMP Rules Text,TMP Rules Text
RulebookGotE,RulebookGotE/Scroll View/Viewport/Content/TMP Body Text/Card/Card_Bottom/TMP Rules Text/TMP SubMeshUI [TextMeshPro/Sprite],TMP SubMeshUI [TextMeshPro/Sprite]
RulebookGotE,RulebookGotE/Scroll View/Viewport/Content/TMP Body Text/Card/Card_Bottom/TMP Flavor Text,TMP Flavor Text
RulebookGotE,RulebookGotE/Scroll View/Viewport/Content/TMP Body Text/Card/Card_Bottom/TMP VP Text,TMP VP Text
RulebookGotE,RulebookGotE/Scroll View/Viewport/Content/TMP Body Text/Card/Card_Bottom/TMP VP Text/TMP SubMeshUI [TextMeshPro/Sprite],TMP SubMeshUI [TextMeshPro/Sprite]
RulebookGotE,RulebookGotE/Scroll View/Viewport/Content/TMP Body Text/Card/Card_Bottom/TMP Cardset Text,TMP Cardset Text
RulebookGotE,RulebookGotE/Scroll View/Viewport/Content/TMP Body Text/Card/Card_Bottom/TMP Cardset Text/TMP SubMeshUI [TextMeshPro/Sprite],TMP SubMeshUI [TextMeshPro/Sprite]
RulebookGotE,RulebookGotE/Scroll View/Viewport/Content/InfestMonsters/TMP Text,TMP Text
RulebookGotE,RulebookGotE/Scroll View/Viewport/Content/TMP Body Text,TMP Body Text
RulebookGotE,RulebookGotE/Scroll View/Viewport/Content/TMP Body Text/TMP SubMeshUI [TextMeshPro/Sprite],TMP SubMeshUI [TextMeshPro/Sprite]
RulebookGotE,RulebookGotE/Scroll View/Viewport/Content/TMP Body Text/CardYukTribeGremlin/Card_M_Top/Cost_Power/TMP Cost,TMP Cost
RulebookGotE,RulebookGotE/Scroll View/Viewport/Content/TMP Body Text/CardYukTribeGremlin/Card_M_Top/Title/TMP Title,TMP Title
RulebookGotE,RulebookGotE/Scroll View/Viewport/Content/TMP Body Text/CardYukTribeGremlin/Card_M_Bottom/TMP Class Text,TMP Class Text
RulebookGotE,RulebookGotE/Scroll View/Viewport/Content/TMP Body Text/CardYukTribeGremlin/Card_M_Bottom/TMP Rules Text,TMP Rules Text
RulebookGotE,RulebookGotE/Scroll View/Viewport/Content/TMP Body Text/CardYukTribeGremlin/Card_M_Bottom/TMP Rules Text/TMP SubMeshUI [TextMeshPro/Sprite],TMP SubMeshUI [TextMeshPro/Sprite]
RulebookGotE,RulebookGotE/Scroll View/Viewport/Content/TMP Body Text/CardYukTribeGremlin/Card_M_Bottom/TMP Flavor Text,TMP Flavor Text
RulebookGotE,RulebookGotE/Scroll View/Viewport/Content/TMP Body Text/CardYukTribeGremlin/Card_M_Bottom/TMP Cardset Text,TMP Cardset Text
RulebookGotE,RulebookGotE/Scroll View/Viewport/Content/TMP Body Text/CardYukTribeGremlin/Card_M_Bottom/TMP Cardset Text/TMP SubMeshUI [TextMeshPro/Sprite],TMP SubMeshUI [TextMeshPro/Sprite]
RulebookGotE,RulebookGotE/Scroll View/Viewport/Content/TransformingEvents/TMP Text,TMP Text
RulebookGotE,RulebookGotE/Scroll View/Viewport/Content/TMP Body Text,TMP Body Text
RulebookGotE,RulebookGotE/Scroll View/Viewport/Content/TMP Body Text/TMP SubMeshUI [TextMeshPro/Sprite],TMP SubMeshUI [TextMeshPro/Sprite]
RulebookGotE,RulebookGotE/Scroll View/Viewport/Content/Cards/CardReysasTrial/Card_Top/Title/TMP Title,TMP Title
RulebookGotE,RulebookGotE/Scroll View/Viewport/Content/Cards/CardReysasTrial/Card_Bot/TMP Class Text,TMP Class Text
RulebookGotE,RulebookGotE/Scroll View/Viewport/Content/Cards/CardReysasTrial/Card_Bot/TMP Rules Text,TMP Rules Text
RulebookGotE,RulebookGotE/Scroll View/Viewport/Content/Cards/CardReysasTrial/Card_Bot/TMP Rules Text/TMP SubMeshUI [TextMeshPro/Sprite],TMP SubMeshUI [TextMeshPro/Sprite]
RulebookGotE,RulebookGotE/Scroll View/Viewport/Content/Cards/CardForgemotherReysa/Card_Top/Cost_Rune/TMP Cost,TMP Cost
RulebookGotE,RulebookGotE/Scroll View/Viewport/Content/Cards/CardForgemotherReysa/Card_Top/Title/TMP Title,TMP Title
RulebookGotE,RulebookGotE/Scroll View/Viewport/Content/Cards/CardForgemotherReysa/Card_Bottom/TMP Class Text,TMP Class Text
RulebookGotE,RulebookGotE/Scroll View/Viewport/Content/Cards/CardForgemotherReysa/Card_Bottom/TMP Rules Text,TMP Rules Text
RulebookGotE,RulebookGotE/Scroll View/Viewport/Content/Cards/CardForgemotherReysa/Card_Bottom/TMP Rules Text/TMP SubMeshUI [TextMeshPro/Sprite],TMP SubMeshUI [TextMeshPro/Sprite]
RulebookGotE,RulebookGotE/Scroll View/Viewport/Content/Cards/CardForgemotherReysa/Card_Bottom/TMP Flavor Text,TMP Flavor Text
RulebookGotE,RulebookGotE/Scroll View/Viewport/Content/Cards/CardForgemotherReysa/Card_Bottom/TMP VP Text,TMP VP Text
RulebookGotE,RulebookGotE/Scroll View/Viewport/Content/Cards/CardForgemotherReysa/Card_Bottom/TMP VP Text/TMP SubMeshUI [TextMeshPro/Sprite],TMP SubMeshUI [TextMeshPro/Sprite]
RulebookGotE,RulebookGotE/Scroll View/Viewport/Content/Cards/CardForgemotherReysa/Card_Bottom/TMP Cardset Text,TMP Cardset Text
RulebookGotE,RulebookGotE/Scroll View/Viewport/Content/Cards/CardForgemotherReysa/Card_Bottom/TMP Cardset Text/TMP SubMeshUI [TextMeshPro/Sprite],TMP SubMeshUI [TextMeshPro/Sprite]
RulebookGotE,RulebookGotE/Scroll View/Viewport/Content/ElementsHaveAwoken/TMP Text,TMP Text
RulebookGotE,RulebookGotE/Scroll View/Viewport/Content/TMP Body Text,TMP Body Text
RulebookVotA,RulebookVotA/Scroll View/Viewport/Content/TMP Body Text,TMP Body Text
RulebookVotA,RulebookVotA/Scroll View/Viewport/Content/TMP Body Text/TMP SubMeshUI [TextMeshPro/Sprite],TMP SubMeshUI [TextMeshPro/Sprite]
RulebookVotA,RulebookVotA/Scroll View/Viewport/Content/Temples/TMP Text,TMP Text
RulebookVotA,RulebookVotA/Scroll View/Viewport/Content/TMP Body Text,TMP Body Text
RulebookVotA,RulebookVotA/Scroll View/Viewport/Content/TMP Body Text/TMP SubMeshUI [TextMeshPro/Sprite],TMP SubMeshUI [TextMeshPro/Sprite]
RulebookVotA,RulebookVotA/Scroll View/Viewport/Content/TMP Body Text/TMP SubMeshUI [TextMeshPro/Sprite],TMP SubMeshUI [TextMeshPro/Sprite]
RulebookVotA,RulebookVotA/Scroll View/Viewport/Content/Cards/TMP_TempleLife/Title/TMP Title,TMP Title
RulebookVotA,RulebookVotA/Scroll View/Viewport/Content/Cards/TMP_TempleLife/Card_Bottom/TMP Class Text,TMP Class Text
RulebookVotA,RulebookVotA/Scroll View/Viewport/Content/Cards/TMP_TempleLife/Card_Bottom/TMP Rules Text,TMP Rules Text
RulebookVotA,RulebookVotA/Scroll View/Viewport/Content/Cards/TMP_TempleLife/Card_Bottom/TMP Rules Text/TMP SubMeshUI [TextMeshPro/Sprite],TMP SubMeshUI [TextMeshPro/Sprite]
RulebookVotA,RulebookVotA/Scroll View/Viewport/Content/Cards/TMP_TempleLife/Card_Bottom/TMP Flavor Text,TMP Flavor Text
RulebookVotA,RulebookVotA/Scroll View/Viewport/Content/Cards/TMP_TempleLife/Card_Bottom/TMP VP Text,TMP VP Text
RulebookVotA,RulebookVotA/Scroll View/Viewport/Content/Cards/TMP_TempleLife/Card_Bottom/TMP VP Text/TMP SubMeshUI [TextMeshPro/Sprite],TMP SubMeshUI [TextMeshPro/Sprite]
RulebookVotA,RulebookVotA/Scroll View/Viewport/Content/Cards/TMP_TempleLife/Card_Bottom/TMP Cardset Text,TMP Cardset Text
RulebookVotA,RulebookVotA/Scroll View/Viewport/Content/Cards/TMP_TempleLife/Card_Bottom/TMP Cardset Text/TMP SubMeshUI [TextMeshPro/Sprite],TMP SubMeshUI [TextMeshPro/Sprite]
RulebookVotA,RulebookVotA/Scroll View/Viewport/Content/Cards/TMP_TempleImmortality/Title/TMP Title,TMP Title
