id,card_set,display_name,effect_text,flavor_text,source
Grease Monk,SoS,Grease Monk,获得1符文.  你可以pay 1 符文 less the next time you acquire a 神器 本回合.,,draft
Void Rising,SoS,Void Rising,"每回合一次，when a player defeats a 怪物 in the 中央牌列, that player gains 1荣誉.
",,draft
Void Militia,SoS,Void Militia,获得1战力.  你可以pay 1 战力 less the next time you defeat a 怪物 在中央牌列 本回合.,,draft
Abolisher,SoS,Abolisher,"获得1符文.  你可以banish a 卡牌 in you 手牌; if you do, 获得an additional 1符文.",,draft
Nihilmancer,SoS,Nihilmancer,"获得2战力.  你可以banish a 卡牌 in you 手牌; if you do, 获得an additional 1战力.",,draft
Canopic Jar,SoS,Canopic Jar,"每回合一次，获得1战力.
每回合一次，when you defeat a 怪物 在中央牌列, 获得1符文.",,draft
Soul Assassin,SoS,Soul Assassin,"获得2战力. The next time you defeat a 怪物 在中央牌列, 获得2符文.",,draft
Shadowcaster,SoS,Shadowcaster,"抽一张牌.
你可以banish a 卡牌 from your 手牌; if you do, 你可以draw an additional 1 卡牌.
",,draft
Penumbral Edge,SoS,Penumbral Edge,每回合一次，获得2战力.  获得an additional 2战力 if you control Umbral Edge.,,draft
Umbral Edge,SoS,Umbral Edge,每回合一次，获得2战力.  获得an additional 2战力 if you control Penumbral Edge.,,draft
"Emri, Soulslayer",SoS,"Emri, Soulslayer","FATE: Each player may banish 2 cards from their 手牌 and/or 弃牌堆.
",,draft
Rise of the Cult,SoS,Rise of the Cult,"Cultists and Fanatics have +1战力 and their rewards have +1战力.
",,draft
Unchained Fates,SoS,Unchained Fates,奖励：5荣誉.  TROPHY: 抽 2 cards.,,draft
Minotaur,SoS,Minotaur,奖励：3荣誉.  TROPHY: 抽 1 卡牌.,,draft
Hoarding Whelp,SoS,Hoarding Whelp,奖励：2荣誉.  TROPHY: 获得1战力.,,draft
Hoarding Tyrant,SoS,Hoarding Tyrant,奖励：4荣誉.  TROPHY: 获得2符文.,,draft
Fettered Soul,SoS,Fettered Soul,奖励：获得2荣誉.  你可以banish a 卡牌 在中央牌列.,,draft
Vandal Soul,SoS,Vandal Soul,奖励：3荣誉.  Each opponent destroys the lowest cost construct they control.,,draft
Polaris Demon,SoS,Polaris Demon,"奖励：5荣誉.  Choose one:
",,draft
Nemesis,SoS,Nemesis,"FATE: 放逐 the current event.
",,draft
"Tarik, the Trickster",SoS,"Tarik, the Trickster",奖励：5荣誉.  你可以choose a 英雄 在中央牌列 and copy its effect.,,draft
Noxious Soul,SoS,Noxious Soul,奖励：4荣誉.  Each opponent must discard a 卡牌 at random from their 手牌.,,draft
Moment of Clarity,IH,Moment of Clarity,"When a player acquires an 启迪 卡牌, that player may 抽一张牌.
",,draft
"Aaron, the Godslayer",IH,"Aaron, the Godslayer",击败一个怪物 无需支付费用.,,draft
Arha Medium,IH,Arha Medium,你可以banish this to acquire a 秘教士 or 重装步兵 无需支付费用.  Put it into your 手牌.,,draft
Askara of Souls,IH,Askara of Souls,获得a Soul Gem.,,draft
"Elan, Soul Marshal",IH,"Elan, Soul Marshal",获得a Soul Gem.  抽一张牌.,,draft
Temple Guardian,IH,Temple Guardian,"击败一个怪物 with P5 或更低 无需支付费用.
",,draft
Wandering Askara,IH,Wandering Askara,"抽一张牌, then 你可以banish a 卡牌 在中央牌列.
",,draft
The Great Eclipse,IH,The Great Eclipse,"When a player acquires a 生命英雄, that player may put it on top of their 牌库.
",,draft
"Sabre, the Moonlit",IH,"Sabre, the Moonlit","获得1符文. 获得1战力. 获得1荣誉. 抽一张牌. 
",,draft
Spider Witch,IH,Spider Witch,获得2荣誉.  UNITE: 获得a Soul Gem.,,draft
Stone Circle Elder,IH,Stone Circle Elder,"获取一个英雄 that costs R5 或更低 无需支付费用.  Put it 放到你的牌库顶.
",,draft
Wolf Acolyte,IH,Wolf Acolyte,获得1符文.  UNITE: 抽一张牌.,,draft
Beast Staff,IH,Beast Staff,"每回合一次，获得1战力.
",,draft
The World Tree,IH,The World Tree,"每回合一次，你可以pay up to 5符文 to 获得that much H. 
",,draft
Cosmic Protocol,IH,Cosmic Protocol,"When a player acquires a 机械神器, that player may put it directly 进入战场.
",,draft
Energy Monk,IH,Energy Monk,获得2战力.  你可以return a 神器 you control to your 手牌.,,draft
Hedron Pyromaniac,IH,Hedron Pyromaniac,获得2符文.  你可以destroy a 神器 you control to 获得a Soul Gem.,,draft
Astroblade TRX,IH,Astroblade TRX,"每回合一次，when you 打出 a 机械神器 (including this one), 获得1荣誉.",,draft
Driller Mark IV,IH,Driller Mark IV,"每回合一次，when you 打出 a 机械神器 (including this one), 获得a Soul Gem.",,draft
Recyclicrab,IH,Recyclicrab,"When you 打出 a 机械神器, if this is 在你的弃牌堆 你可以return it to your 手牌.",,draft
Repurposer,IH,Repurposer,"每回合一次，when you 打出 a 机械神器 (including this one), ",,draft
Spark Sprayer,IH,Spark Sprayer,"每回合一次，你可以destroy a 机械神器 you control to 获得1战力.
",,draft
Annihilation,IH,Annihilation,"When a player acquires a 虚空区 卡牌, that player may banish a 卡牌 in their 手牌 or 弃牌堆.
",,draft
"Belthar, Soul Collector",IH,"Belthar, Soul Collector","获得3战力. The next time you defeat a 怪物 在中央牌列 本回合, 获得3符文.",,draft
Deathsworn Warrior,IH,Deathsworn Warrior,"FATE: Each player may banish a 卡牌 from their 手牌 or 弃牌堆.
",,draft
Soulshaper,IH,Soulshaper,"你可以banish this or another 卡牌 在你的手牌中. 
",,draft
Trophy Hunter,IH,Trophy Hunter,获得2战力.  You pay 1战力 less the next time you defeat a 战利品 怪物 本回合.,,draft
Void Avenger,IH,Void Avenger,"获得3战力. The next time you defeat a 怪物 在中央牌列, 获得a Soul Gem.",,draft
Orb of Nyx,IH,Orb of Nyx,"每回合一次，获得3战力.
When you defeat a 怪物 在中央牌列, 获得a Soul Gem.",,draft
Souls Unbound,IH,Souls Unbound,"Monsters 在中央牌列 are Unbanishable.
",,draft
Acidic Crawler,IH,Acidic Crawler,"奖励：5荣誉.  If an opponent controls the most Constructs, destroy all Constructs that player controls.",,draft
"Akam, the Genie",IH,"Akam, the Genie","奖励：3荣誉.  ONGOING TROPHY: Put three Wish counters on Akam. 
",,draft
Cackling Jackal,IH,Cackling Jackal,奖励：2荣誉.  TROPHY: 放逐 this to 获得1符文.,,draft
Growmites,IH,Growmites,"奖励：获得2荣誉.  ONGOING TROPHY: When you defeat another Growmites, 获得2荣誉.",,draft
Nothing Man,IH,Nothing Man,奖励：3荣誉.  TROPHY: 放逐 this to 获得a Soul Gem.,,draft
"Kythis, Rebel Godling",IH,"Kythis, Rebel Godling",奖励：8荣誉.  ONGOING TROPHY: 每回合一次，获得a Soul Gem.,,draft
"Kythis, Rebel Godling v2",IH,"Kythis, Rebel Godling v2",奖励：8荣誉.  ONGOING TROPHY: 每回合一次，获得a Soul Gem.,,draft
Soul Gem - Arha Initiate,IH,Arha Initiate,抽一张牌.,,draft
Soul Gem - Arha Templar,IH,Arha Templar,击败一个怪物 战力值不高于4 或更低.,,draft
Soul Gem - Ascetic of the Lidless Eye,IH,Ascetic of the Lidless Eye,抽两张牌.,,draft
Soul Gem - Askara of Fate,IH,Askara of Fate,抽两张牌.  Each other player may 抽一张牌.  Then 你可以banish a 卡牌 在中央牌列.,,draft
Soul Gem - Master Dhartha,IH,Master Dhartha,抽三张牌.,,draft
Soul Gem - Seer of the Forked Path,IH,Seer of the Forked Path,抽一张牌.  Then 你可以banish a 卡牌 在中央牌列.,,draft
Soul Gem - Druids of the Stone Circle,IH,Druids of the Stone Circle,获取一个英雄 that costs R3 或更低.  Place it 放到你的牌库顶.,,draft
Soul Gem - Great-Omen Raven,IH,Great-Omen Raven,"Name a 卡牌.  Reveal the top 卡牌 of your 牌库 and put it into your 手牌.  If it is the named 卡牌, 获得3荣誉.",,draft
Soul Gem - Landtalker,IH,Landtalker,获得3符文.,,draft
Soul Gem - Lifebound Initiate,IH,Lifebound Initiate,获得1符文 and 1荣誉.,,draft
Soul Gem - Runic Lycanthrope,IH,Runic Lycanthrope,"获得2符文.  If you've played a 生命英雄 本回合, 获得2战力.",,draft
Soul Gem - Wolf Shaman,IH,Wolf Shaman,获得1符文.  抽一张牌.,,draft
Soul Gem - Avatar Golem,IH,Avatar Golem,获得2战力.  获得1荣誉 for each type of 神器 you control.,,draft
Soul Gem - Dimension Diver,IH,Dimension Diver,获得2符文.  你可以treat all Constructs as 机械神器s 本回合.,,draft
Soul Gem - Mechana Initiate,IH,Mechana Initiate,获得1符文 or 1战力.,,draft
Soul Gem - Reactor Monk,IH,Reactor Monk,获得2符文.  The next 神器 you acquire 本回合 costs 1符文 less.,,draft
Soul Gem - Arbiter of Fate,IH,Arbiter of Fate,"FATE: When this enters the 中央牌列, each player may banish a 卡牌 from their 手牌 or 弃牌堆.
",,draft
Soul Gem - Demon Slayer,IH,Demon Slayer,获得3战力.,,draft
Soul Gem - Shade of the Black Watch,IH,Shade of the Black Watch,获得2战力.  你可以banish a 卡牌 在你的手牌或弃牌堆.,,draft
Soul Gem - Spike Vixen,IH,Spike Vixen,获得1战力.  抽一张牌.,,draft
Soul Gem - Void Initiate,IH,Void Initiate,获得1符文.  你可以banish a 卡牌 在你的手牌或弃牌堆.,,draft
Energy Shard Start,RoV,Energy Shard,获得1E. 抽一张牌.,,draft
Energy Shard,RoV,Energy Shard,获得1E. 抽一张牌.,,draft
Militia RoV,RoV,民兵,获得1战力。,,official-anshashen+variant
Apprentice RoV,RoV,学徒,获得1符文。,,official-anshashen+variant
Mystic RoV,RoV,秘教士,获得2符文。,,official-anshashen+variant
Heavy Infantry RoV,RoV,重装步兵,获得2战力。,,official-anshashen+variant
Cultist RoV,RoV,邪教徒,奖励：获得1荣誉。,,official-anshashen+variant
Monastic Tutor,RoV,Monastic Tutor,"获取一个Mystic or 重装步兵 无需支付费用.
",,draft
Monk of the Lidless Eye,RoV,Monk of the Lidless Eye,"FATE: When this enters the 中央牌列, for each treasure under this, ",,draft
"Oziah, Judge of Logos",RoV,"Oziah, Judge of Logos","While this is 在中央牌列, 你可以acquire this 无需支付费用 ",,draft
Reality Sculptor,RoV,Reality Sculptor,Copy the effect of a 英雄 played 本回合 with cost 3符文 或更低.,,draft
Righteous Templar,RoV,Righteous Templar,"击败一个怪物 that costs 4战力 或更低 无需支付费用.
",,draft
Tablet of the Dreamer,RoV,Tablet of the Dreamer,"ENERGIZE 4E: Once 本回合, acquire or defeat any 卡牌 ",,draft
Temporal Eye,RoV,Temporal Eye,"When this enters 打出, 抽一张牌.
",,draft
Truth Seeker,RoV,Truth Seeker,抽一张牌. 你可以banish a 卡牌 在中央牌列. ,,draft
"Ulu, Askara Prince",RoV,"Ulu, Askara Prince","Copy the effect of a 英雄 played 本回合. This effect cannot be copied.
",,draft
Beacon Shaman,RoV,Beacon Shaman,Reveal the top 卡牌 of your 牌库 and put it 在你的手牌中. ,,draft
Leotan's Familiar,RoV,Leotan's Familiar,"获得1符文.
",,draft
Lifebound Muse,RoV,Lifebound Muse,"获取一个英雄 with cost 4符文 或更低 无需支付费用.
",,draft
Loamspeaker Druid,RoV,Loamspeaker Druid,"FATE: When this enters the 中央牌列, for each Treasure under this, ",,draft
Ogo Demontrap,RoV,Ogo Demontrap,"每回合一次，获得1战力.
",,draft
"Oras, the Redeemer",RoV,"Oras, the Redeemer","获得4符文.
",,draft
Runic Honiskrot,RoV,Runic Honiskrot,"获得2符文.
",,draft
Starcaller Leotan,RoV,Starcaller Leotan,"获得4荣誉.
",,draft
Wildcall Staff,RoV,Wildcall Staff,每回合一次，you pay 2符文 less to acquire a 卡牌 with Treasure under it.,,draft
Cognition Courier,RoV,Cognition Courier,"获得2符文.
",,draft
Foresight Monacle,RoV,Foresight Monacle,"ENERGIZE 4E: Once 本回合, 获得1符文 for each 机械神器 you control.",,draft
Magnet Monk,RoV,Magnet Monk,"获得2战力.
",,draft
Omnicron,RoV,Omnicron,"FATE: When this enters the 中央牌列, for each Treasure under this, ",,draft
Portabillet,RoV,Portabillet,"每回合一次，when you 打出 a 机械神器 (including this one), 抽一张牌.
",,draft
Prototype CH32,RoV,Prototype CH32,"ENERGIZE 1E: Once 本回合, when you acquire a 机械神器, ",,draft
Reactor Shrine,RoV,Reactor Shrine,"ENERGIZE 2E: Once 本回合, 获得1荣誉 for each 机械神器 you control.",,draft
Skyrocket Drone,RoV,Skyrocket Drone,获得1符文 and an additional 1符文 if you control a 神器.,,draft
Zeta Arsenal,RoV,Zeta Arsenal,"ENERGIZE 3E: Once 本回合, 获得1战力 for each 机械神器 you control.",,draft
Blackwatch Vanquisher,RoV,Blackwatch Vanquisher,"获得2战力.
",,draft
Darkwalker,RoV,Darkwalker,"获得2战力.
",,draft
Illiya the Demonborn,RoV,Illiya the Demonborn,"获得4战力.
",,draft
Nyxian Spiritcaster,RoV,Nyxian Spiritcaster,"获得3E.
",,draft
Spirit Merchant,RoV,Spirit Merchant,"FATE: When this enters the 中央牌列, for each Treasure under this, ",,draft
Tome of Erabus,RoV,Tome of Erabus,每回合一次，获得1E.,,draft
Treasure Hunter,RoV,Treasure Hunter,"获得2战力.
",,draft
Voidfeeder,RoV,Voidfeeder,"每回合一次，获得1战力.
",,draft
Deviant Fiend,RoV,Deviant Fiend,"REWARD: 获得3荣誉.
",,draft
Firestorm Effigy,RoV,Firestorm Effigy,"REWARD: 获得3荣誉. 你可以banish a 卡牌 在你的手牌或弃牌堆.
",,draft
Herald of Doom,RoV,Herald of Doom,"REWARD: 获得6荣誉. 获取 or defeat a 卡牌 在中央牌列 无需支付费用.
",,draft
Lagoon Troll,RoV,Lagoon Troll,REWARD: 获得2荣誉. 抽一张牌.,,draft
Mordant Widow,RoV,Mordant Widow,"REWARD: 获得4荣誉. For each opponent, you choose and destroy a 神器 they control.",,draft
Protean Sea Slug,RoV,Protean Sea Slug,REWARD: 获得5荣誉. Each opponent destroys all Constructs they control.,,draft
Raging Ursine,RoV,Raging Ursine,"REWARD: 获得3荣誉.
",,draft
Serpent Siren,RoV,Serpent Siren,"REWARD: 获得1荣誉.
",,draft
"Terrus, Paragon of Strife",RoV,"Terrus, Paragon of Strife",REWARD: 获得5荣誉. Each opponent discards a random 卡牌 from their 手牌. ,,draft
Twisted Tyrant,RoV,Twisted Tyrant,"REWARD: 获得6荣誉.
",,draft
Vault Sphinx,RoV,Vault Sphinx,"REWARD: 获得2荣誉.
",,draft
Dark Energy Shard,DU,Dark Energy Shard,"FATE: Each player may banish a 卡牌 in their 弃牌堆.
",,draft
Anointed Askara,DU,Anointed Askara,"抽一张牌.
",,draft
Arha Mentor,DU,Arha Mentor,"ENERGIZE 2E: 抽一张牌.
",,draft
Shardfinder Compass,DU,Shardfinder Compass,你可以banish this to acquire all of the Treasures 在中央牌列.,,draft
Valiant Ascetic,DU,Valiant Ascetic,你可以banish this to defeat a 怪物 with cost 5战力 或更低 无需支付费用.,,draft
"Veya, Handmaiden of Logos",DU,"Veya, Handmaiden of Logos","Choose one: 获取一个英雄 with cost 6符文 或更低 无需支付费用, ",,draft
Gemcatcher Spirit,DU,Gemcatcher Spirit,ENERGIZE 2E: 转化 this into Otherworldly Guide. ,,draft
Otherworldly Guide,DU,Otherworldly Guide,抽两张牌.,,draft
"Toric, Devoted Disciple",DU,"Toric, Devoted Disciple","ENERGIZE 4E: 转化 this into Toric, Ascendant. ",,draft
"Toric, Ascendant",DU,"Toric, Ascendant",获取一个英雄 无需支付费用 and put it into your 手牌.,,draft
Dendris the Gladewyrm,DU,Dendris the Gladewyrm,"获得2符文, 2战力, and 2荣誉.
",,draft
Gem-Eater Leprechaun,DU,Gem-Eater Leprechaun,获得2符文 and 2E.,,draft
"Moken, the Huntmaster",DU,"Moken, the Huntmaster","获得5荣誉.
",,draft
Mosaic Horn,DU,Mosaic Horn,"ENERGIZE 2E: Once 本回合, 获得2符文.",,draft
Raven Siren,DU,Raven Siren,"获得1符文.
",,draft
Honiskrot Tribesman,DU,Honiskrot Tribesman,ENERGIZE 2E: 转化 this into Honiskrot Chieftain. ,,draft
Honiskrot Chieftain,DU,Honiskrot Chieftain,获得3符文.,,draft
"Jakeb, Cobra Shaman",DU,"Jakeb, Cobra Shaman","ENERGIZE 4E: 转化 this into Jakeb, Cobra King. ",,draft
"Jakeb, Cobra King",DU,"Jakeb, Cobra King","获得6荣誉.
",,draft
Charging Chamber,DU,Charging Chamber,"每回合一次，when you 打出 a 机械神器 (including this one), 获得1E.",,draft
Crystalline Monk,DU,Crystalline Monk,"获得2符文.
",,draft
Hedron Dredger,DU,Hedron Dredger,"每回合一次，if you control three 或更高 机械神器s, ",,draft
Replication Drone,DU,Replication Drone,You are considered to control an additional 机械神器.,,draft
Scrap Scrabbler,DU,Scrap Scrabbler,ENERGIZE 2E: 转化 this into Scrabbling Squad. ,,draft
Scrabbling Squad,DU,Scrabbling Squad,获得2符文 and 2战力.,,draft
Yolothian Monolith,DU,Yolothian Monolith,"ENERGIZE 4E: 转化 this into Yolocryx, the Guardian and put it into your 手牌.",,draft
"Yolocryx, the Guardian",DU,"Yolocryx, the Guardian","获得5战力 and an additional 1战力 for each 机械神器 you control.
",,draft
Arbiter of the Lost,DU,Arbiter of the Lost,"获得2E.
",,draft
Nightmare Sentinel,DU,Nightmare Sentinel,"获得2战力.
",,draft
Nyxian Ritualist,DU,Nyxian Ritualist,获得3战力 and 3E.,,draft
Riftwalker's Axe,DU,Riftwalker's Axe,"ENERGIZE 2E: Once 本回合, 获得2战力.",,draft
Voidsworn Warrior,DU,Voidsworn Warrior,ENERGIZE 2E: 转化 this into Voidsworn Champion. ,,draft
Voidsworn Champion,DU,Voidsworn Champion,获得4战力.,,draft
Azerax of the Black Watch,DU,Azerax of the Black Watch,"ENERGIZE 4E: 转化 this into Azerax, Nyx's Chosen. ",,draft
"Azerax, Nyx's Chosen",DU,"Azerax, Nyx's Chosen","获得6战力.
",,draft
Cacklecast Wretch,DU,Cacklecast Wretch,"If you have gained 4E 或更高 本回合, 你可以defeat this 无需支付费用.
",,draft
Oxipede,DU,Oxipede,"REWARD: 获得2荣誉.
",,draft
Phasefiend,DU,Phasefiend,REWARD: 获得1荣誉. 你可以banish a 卡牌 在你的手牌或弃牌堆.,,draft
Plunder Devil,DU,Plunder Devil,"REWARD: 获得5荣誉. 你可以acquire a 英雄 or 神器 with cost 3符文 或更低 无需支付费用.
",,draft
Smoke Tyrant,DU,Smoke Tyrant,REWARD: 获得4荣誉. 放逐 the top seven cards of the center 牌库. ,,draft
Vault Lich,DU,Vault Lich,"FATE: When this enters the 中央牌列, banish each 卡牌 在中央牌列 with Treasure under it.
",,draft
Webclaw,DU,Webclaw,REWARD: 获得3荣誉. Each opponent with three 或更高 Constructs in 打出 ,,draft
"Erabus, the Exiled",DU,"Erabus, the Exiled","If you have played a Dark Energy Shard 本回合, ",,draft
"Erabus, Son of Nyx",DU,"Erabus, Son of Nyx",击败一个怪物 in the 虚空区 无需支付费用 ,,draft
Militia RU,RU,民兵,获得1战力。,,official-anshashen+variant
Apprentice RU,RU,学徒,获得1符文。,,official-anshashen+variant
Mystic RU,RU,秘教士,获得2符文。,,official-anshashen+variant
Heavy Infantry RU,RU,重装步兵,获得2战力。,,official-anshashen+variant
Cultist RU,RU,邪教徒,奖励：获得1荣誉。,,official-anshashen+variant
"Dhartha, the Eternal",RU,"Dhartha, the Eternal",Reveal the top 卡牌 of the center 牌库. ,,draft
Journeyman Outrider,RU,Journeyman Outrider,获取一个英雄 or 神器 with cost 5符文 或更低 无需支付费用.,,draft
Neophyte Mentor,RU,Neophyte Mentor,"抽一张牌.
",,draft
Sage of Lucid Dreams,,Sage of Lucid Dreams,"Once 本回合, banish a 卡牌 在你的手牌中. ",,draft
Oziah's Familiar,RU,Oziah's Familiar,"击败一个怪物 with cost 4战力 或更低 无需支付费用.
",,draft
Scryer of the Lidless Eye,RU,Scryer of the Lidless Eye,"抽 two 卡牌, then discard a 卡牌. ",,draft
Disciple of Oziah,RU,Disciple of Oziah,"While this is 在你的手牌中, if you have played another 启迪英雄 本回合, ",,draft
Scion of Oziah,RU,Scion of Oziah,击败一个怪物 with cost 5战力 或更低 无需支付费用.,,draft
"Vir, Ascetic Master",RU,"Vir, Ascetic Master","While this is 在你的手牌中, if you have played a 英雄 of every faction 本回合, ",,draft
"Vir, Ephemeral Guru",RU,"Vir, Ephemeral Guru",获取 all Heroes 在中央牌列 无需支付 their costs ,,draft
Forgotten Scripture,RU,Forgotten Scripture,"If you have played two of more 启迪英雄es 本回合, ",,draft
Mantra of True Sight,RU,Mantra of True Sight,每回合一次，你可以抽一张牌.,,draft
Animus of the Wild,RU,Animus of the Wild,"获得2符文.
",,draft
"Cetra, Matron of Stars",RU,"Cetra, Matron of Stars","Once 本回合, acquire a 英雄 无需支付费用. ",,draft
Everbloom Clique,RU,Everbloom Clique,"获得2荣誉.
",,draft
Snapdragon Witch,RU,Snapdragon Witch,"获得1荣誉.
",,draft
Wolf Shaman RU,RU,狼萨满,获得1符文。抽一张牌。,,official-anshashen+variant
Disciple of Cetra,RU,Disciple of Cetra,"While this is 在你的手牌中, if you have played another 生命英雄 本回合, ",,draft
Scion of Cetra,RU,Scion of Cetra,获得2符文 and 2荣誉.,,draft
"Remus, Pack Guardian",RU,"Remus, Pack Guardian","While this is 在你的手牌中, if you have gained 3荣誉 或更高 本回合, ",,draft
"Remus, Wild Emissary",RU,"Remus, Wild Emissary","获得3符文.
",,draft
Druid's Wreath,RU,Druid's Wreath,"If you have played two 或更高 生命英雄es 本回合, ",,draft
Verdant Crown,RU,Verdant Crown,每回合一次，获得2荣誉.,,draft
Air Support Squadron,RU,Air Support Squadron,"每回合一次，when you acquire a 机械 卡牌, 你可以put it 在你的手牌中.",,draft
Defense Generator,RU,Defense Generator,"每回合一次，when you acquire a 机械 卡牌, 获得2战力.",,draft
Hedron Watchtower,RU,Hedron Watchtower,"每回合一次，when you acquire a 机械 卡牌, 获得H equal to that 卡牌's H value.",,draft
Matron of Discovery,RU,Matron of Discovery,"获得2符文.
",,draft
Upgrade Foundry,RU,Upgrade Foundry,"每回合一次，when you acquire a 机械 卡牌, 抽两张牌.",,draft
Workshop Gargoyle,RU,Workshop Gargoyle,"每回合一次，when you acquire a 机械 卡牌, 获得1荣誉.",,draft
Disciple of Euloth,RU,Disciple of Euloth,"While this is 在你的手牌中, if you have played another 机械 英雄 本回合, ",,draft
Scion of Euloth,RU,Scion of Euloth,获得2符文 and 2战力.,,draft
"Alset, Monk Prodigy",RU,"Alset, Monk Prodigy","While this is 在你的手牌中, if you control 2 或更高 Constructs, ",,draft
"Alset, Reactor Savant",RU,"Alset, Reactor Savant","获得4符文.
",,draft
Secluded Laboratory,RU,Secluded Laboratory,"If you have played two 或更高 机械 Heroes, ",,draft
Zero Point Reactor,RU,Zero Point Reactor,每回合一次，获得2符文.,,draft
Black Watch Exemplar,RU,Black Watch Exemplar,"获得3战力.
",,draft
Deathdealer Noble,RU,Deathdealer Noble,"获得2战力.
",,draft
Shadow Stalker,RU,Shadow Stalker,"你可以banish a 卡牌 在你的弃牌堆.
",,draft
Spike Vixen RU,RU,Spike Vixen,"获得1战力.
",,draft
Disciple of Emri,RU,Disciple of Emri,"While this is 在你的手牌中, if you have played another 虚空英雄 本回合, ",,draft
Scion of Emri,RU,Scion of Emri,"获得3战力.
",,draft
"Emri, the Unmaker",RU,"Emri, the Unmaker","While this is 在你的手牌中, if there are 8 或更高 Monsters in the 虚空区, ",,draft
"Emri, Demonsbane",RU,"Emri, Demonsbane","获得5战力.
",,draft
Initiate's Gauntlets,RU,Initiate's Gauntlets,"If you have played two 或更高 虚空英雄es 本回合, ",,draft
Clutch of Darkness,RU,Clutch of Darkness,每回合一次，获得2战力.,,draft
Canon Templar,RU,Canon Templar,"获得2符文.
",,draft
Deathbound Druid,RU,Deathbound Druid,"获得3荣誉.
",,draft
Nightmare Delver,RU,Nightmare Delver,"获得2符文.
",,draft
Timestream Seer,RU,Timestream Seer,"获得2符文.
",,draft
Voidforged Paladin,RU,Voidforged Paladin,"获得2战力.
",,draft
Wildgear Druid,RU,Wildgear Druid,"获得2符文.
",,draft
Foundation Burrower,RU,Foundation Burrower,REWARD: 获得1荣誉. 你可以banish a 卡牌 在中央牌列.,,draft
Sadistic Giant,RU,Sadistic Giant,REWARD: 获得5荣誉.,,draft
Sower of Betrayal,RU,Sower of Betrayal,REWARD: 获得3荣誉. Name a faction. ,,draft
Sower of Discontent,RU,Sower of Discontent,REWARD: 获得2荣誉. Name a faction. ,,draft
Terrorizing Fiend,RU,Terrorizing Fiend,REWARD: 获得2荣誉. 抽两张牌.,,draft
Wailing Spectre,RU,Wailing Spectre,REWARD: 获得4荣誉. 你可以banish up to two cards 在你的弃牌堆.,,draft
Borderland Nihilist,RU,Borderland Nihilist,REWARD: 转化 this into Borderland Mercenary and acquire it.,,draft
Borderland Mercenary,RU,Borderland Mercenary,"抽一张牌.
",,draft
Adayu the Tormented,RU,Adayu the Tormented,REWARD: 转化 this into Adayu the Serene and acquire it.,,draft
Adayu the Serene,RU,Adayu the Serene,"This 英雄 counts as all factions.
",,draft
Eye of Potential,,Eye of Potential,每回合一次，你可以banish a 卡牌 在你的手牌中. ,,draft
"Cetra, Benefactor of All",,"Cetra, Benefactor of All","Starting with you, and then going in turn order, ",,draft
Nyxian Corruptor,,Nyxian Corruptor,"获得3战力.
",,draft
Sadistic Laboratory,,Sadistic Laboratory,"每回合一次，获得1战力.
",,draft
Foul Replicant,,Foul Replicant,"REWARD: 获得4荣誉.
",,draft
Dhartha,DoC,Dhartha,"+1: Whenever you acquire or defeat an 启迪 卡牌 from the 中央牌列, 获得1rep.
",,draft
"Dhartha, Master of Sight",DoC,"Dhartha, Master of Sight",你可以banish this or a 卡牌 在你的手牌中. ,,draft
Nairi,DoC,Nairi,"+1: Whenever you acquire or defeat an 生命 卡牌 from the 中央牌列, 获得1rep.
",,draft
"Nairi, Wild Queen",DoC,"Nairi, Wild Queen","获得1荣誉. 抽一张牌.
",,draft
Kor,DoC,Kor,"+1: Whenever you acquire or defeat an 机械 卡牌 from the 中央牌列, 获得1rep.
",,draft
"Kor, the Ironmind",DoC,"Kor, the Ironmind","获得2符文 and 2战力.
",,draft
Sadranis,DoC,Sadranis,"+1: Whenever you acquire or defeat an 虚空区 卡牌 from the 中央牌列, 获得1rep.
",,draft
"Sadranis, Dark Savant",DoC,"Sadranis, Dark Savant","抽两张牌, then discard a 卡牌. ",,draft
Seer of Days Past,DoC,Seer of Days Past,"When you acquire this, 集结: 启迪.
",,draft
Daybreak Askara,DoC,Daybreak Askara,Copy the effect of a 英雄 打出 本回合. ,,draft
Austere Sage,DoC,Austere Sage,"抽一张牌.
",,draft
Serene Ascetic,DoC,Serene Ascetic,"When you acquire this, 你可以put it 放到你的牌库顶.
",,draft
"Surya, Light's Sword",DoC,"Surya, Light's Sword",击败一个怪物 在中央牌列 无需支付费用.,,draft
Mantra of Renewal,DoC,Mantra of Renewal,"每回合一次，if you have played two 或更高 启迪 cards (including this one), 抽一张牌.",,draft
Premonition Bell,DoC,Premonition Bell,你可以destroy this to copy the effect of a 英雄 在中央牌列 with cost 5符文 或更低.,,draft
Pack Leader,DoC,Pack Leader,"When you acquire this, 集结: 生命.
",,draft
Ogo Courier,DoC,Ogo Courier,"获得2符文.
",,draft
Moonveil Clique,DoC,Moonveil Clique,"获得2符文.
",,draft
Emissary of Dawn,DoC,Emissary of Dawn,获取一个英雄 无需支付费用. ,,draft
Flytrap Staff,DoC,Flytrap Staff,"每回合一次，if you have played two 或更高 生命 cards (including this one), 获得2荣誉.",,draft
Starlight Sanctum,DoC,Starlight Sanctum,"每回合一次，获得2符文.
",,draft
