id,area,match,key,context,en,zh,status,notes,card_id,card_set,field
car_61111e7b6b5d,cards_lua,lua,,"card=Kor, the Ferromancer 10TH;field=effect_text;set=CotG10",Gain 2P.  Draw a card if you control 2 or more Constructs.,获得2战力. 抽一张牌若 你控制的 2 或更高神器.,draft,kw_pass3,"Kor, the Ferromancer 10TH",CotG10,effect_text
car_ae301b0fca82,cards_lua,lua,,card=Mechana Initiate 10TH;field=display_name;set=CotG10,Mechana Initiate,机械新兵,draft,,Mechana Initiate 10TH,CotG10,display_name
car_6ec9ac1b547f,cards_lua,lua,,card=Mechana Initiate 10TH;field=effect_text;set=CotG10,Gain 1R or 1P.,获得1符文或1战力。,draft,,Mechana Initiate 10TH,CotG10,effect_text
car_bc214649b562,cards_lua,lua,,card=Reactor Monk 10TH;field=display_name;set=CotG10,Reactor Monk,反应堆僧侣,draft,,Reactor Monk 10TH,CotG10,display_name
car_9894c14d8fcf,cards_lua,lua,,card=Reactor Monk 10TH;field=effect_text;set=CotG10,Gain 2R.  The next Construct you acquire this turn costs 1R less.,获得2符文。你本回合下一张获取的神器费用减少1符文。,draft,,Reactor Monk 10TH,CotG10,effect_text
car_621d5d061784,cards_lua,lua,,card=Rocket Courier X-99 10TH;field=display_name;set=CotG10,Rocket Courier X-99,火箭信使X-99,draft,,Rocket Courier X-99 10TH,CotG10,display_name
car_0d75d2e9b501,cards_lua,lua,,card=Rocket Courier X-99 10TH;field=effect_text;set=CotG10,"Once per turn, when you acquire another Mechana Construct, you may put it directly into play.",每回合一次，当你获取另一张机械神器时，你可以将其直接进入战场。,draft,,Rocket Courier X-99 10TH,CotG10,effect_text
car_0de78379f069,cards_lua,lua,,card=The Grand Design 10TH;field=display_name;set=CotG10,The Grand Design,宏伟设计,draft,,The Grand Design 10TH,CotG10,display_name
car_baeec152f636,cards_lua,lua,,card=The Grand Design 10TH;field=effect_text;set=CotG10,"Once per turn, gain 2R.  You may spend it only to acquire Mechana Constructs.",每回合一次，获得2符文。你只能用它来获取机械神器。,draft,,The Grand Design 10TH,CotG10,effect_text
car_794d45408528,cards_lua,lua,,card=Watchmaker's Altar 10TH;field=display_name;set=CotG10,Watchmaker's Altar,制表师祭坛,draft,,Watchmaker's Altar 10TH,CotG10,display_name
car_a02f8a2181b9,cards_lua,lua,,card=Watchmaker's Altar 10TH;field=effect_text;set=CotG10,"Once per turn, gain 1R.  You may spend it only to acquire Mechana Constructs.",每回合一次，获得1符文。你只能用它来获取机械神器。,draft,,Watchmaker's Altar 10TH,CotG10,effect_text
car_455d98f96a4c,cards_lua,lua,,card=Arbiter of the Precipice 10TH;field=display_name;set=CotG10,Arbiter of the Precipice,悬崖仲裁者,draft,,Arbiter of the Precipice 10TH,CotG10,display_name
car_4bfad8babfbe,cards_lua,lua,,card=Arbiter of the Precipice 10TH;field=effect_text;set=CotG10,Draw two cards.  Then banish any card in your hand.,抽两张牌。然后放逐你手牌中的一张卡牌。,draft,,Arbiter of the Precipice 10TH,CotG10,effect_text
car_3f555cf79715,cards_lua,lua,,card=Demon Slayer 10TH;field=display_name;set=CotG10,Demon Slayer,恶魔杀手,draft,,Demon Slayer 10TH,CotG10,display_name
car_e6cea398a067,cards_lua,lua,,card=Demon Slayer 10TH;field=effect_text;set=CotG10,Gain 3P.,获得3战力。,draft,,Demon Slayer 10TH,CotG10,effect_text
car_e3d7b0697616,cards_lua,lua,,"card=Emri, One with the Void 10TH;field=display_name;set=CotG10","Emri, One with the Void",与虚空合一的艾姆瑞,draft,,"Emri, One with the Void 10TH",CotG10,display_name
car_0dd1ff04c877,cards_lua,lua,,"card=Emri, One with the Void 10TH;field=effect_text;set=CotG10",Gain 4P.,获得4战力。,draft,,"Emri, One with the Void 10TH",CotG10,effect_text
car_6fd104dade45,cards_lua,lua,,card=Muramasa 10TH;field=display_name;set=CotG10,Muramasa,村正,draft,,Muramasa 10TH,CotG10,display_name
car_1e3d61549a99,cards_lua,lua,,card=Muramasa 10TH;field=effect_text;set=CotG10,"Once per turn, gain 3P.",每回合一次，获得3战力。,draft,,Muramasa 10TH,CotG10,effect_text
car_224af92a4d73,cards_lua,lua,,card=Shade of the Black Watch 10TH;field=display_name;set=CotG10,Shade of the Black Watch,黑卫之影,draft,,Shade of the Black Watch 10TH,CotG10,display_name
car_32817293060b,cards_lua,lua,,card=Shade of the Black Watch 10TH;field=effect_text;set=CotG10,Gain 2P.  You may banish a card in your hand or discard pile.,获得2战力。你可以放逐一张手牌或弃牌堆中的卡牌。,draft,,Shade of the Black Watch 10TH,CotG10,effect_text
car_17e99f489940,cards_lua,lua,,card=Shadow Star 10TH;field=display_name;set=CotG10,Shadow Star,暗影之星,draft,,Shadow Star 10TH,CotG10,display_name
car_061fca0af3d2,cards_lua,lua,,card=Shadow Star 10TH;field=effect_text;set=CotG10,"Once per turn, gain 1P.",每回合一次，获得1战力。,draft,,Shadow Star 10TH,CotG10,effect_text
car_fd3aff301442,cards_lua,lua,,card=Spike Vixen 10TH;field=display_name;set=CotG10,Spike Vixen,尖刺雌狐,draft,,Spike Vixen 10TH,CotG10,display_name
car_58348cb52b50,cards_lua,lua,,card=Spike Vixen 10TH;field=effect_text;set=CotG10,Gain 1P.  Draw a card.,获得1战力。抽一张牌。,draft,,Spike Vixen 10TH,CotG10,effect_text
car_7452965cfab2,cards_lua,lua,,card=Void Initiate 10TH;field=display_name;set=CotG10,Void Initiate,虚空新兵,draft,,Void Initiate 10TH,CotG10,display_name
car_a32919403307,cards_lua,lua,,card=Void Initiate 10TH;field=effect_text;set=CotG10,Gain 1R.  You may banish a card in your hand or discard pile.,获得1符文。你可以放逐一张手牌或弃牌堆中的卡牌。,draft,,Void Initiate 10TH,CotG10,effect_text
car_82d090a14d83,cards_lua,lua,,card=Voidthirster 10TH;field=display_name;set=CotG10,Voidthirster,渴虚者,draft,,Voidthirster 10TH,CotG10,display_name
car_5f4bd7a5a15f,cards_lua,lua,,card=Voidthirster 10TH;field=effect_text;set=CotG10,"Once per turn, gain 1P.  The first time you defeat a Monster in the center row each turn, gain 1H.",每回合一次，获得1战力。每回合你首次击败中央牌列中的怪物时，获得1荣誉。,draft,,Voidthirster 10TH,CotG10,effect_text
car_dd1f7f053b66,cards_lua,lua,,card=Avatar of the Fallen 10TH;field=display_name;set=CotG10,Avatar of the Fallen,堕落者化身,draft,,Avatar of the Fallen 10TH,CotG10,display_name
car_28a7232d822c,cards_lua,lua,,card=Avatar of the Fallen 10TH;field=effect_text;set=CotG10,"This Monster can't be banished unless defeated.
Reward: Gain 4H.  Acquire or Defeat any other card in the center row.",除非被击败，否则此怪物不可被放逐。奖励：获得4荣誉。你可以无需支付费用获取或击败中央牌列中的任意一张卡牌。,draft,,Avatar of the Fallen 10TH,CotG10,effect_text
car_38d2cf65f22e,cards_lua,lua,,card=Corrosive Widow 10TH;field=display_name;set=CotG10,Corrosive Widow,腐蚀寡妇,draft,,Corrosive Widow 10TH,CotG10,display_name
car_57214e7b951b,cards_lua,lua,,card=Corrosive Widow 10TH;field=effect_text;set=CotG10,Reward: Gain 3H.  Each opponent must put a Construct he controls into his discard pile.,奖励：获得3荣誉。每位对手须将其控制的一张神器置入弃牌堆。,draft,,Corrosive Widow 10TH,CotG10,effect_text
car_962ec0684c91,cards_lua,lua,,card=Earth Tyrant 10TH;field=display_name;set=CotG10,Earth Tyrant,大地暴君,draft,,Earth Tyrant 10TH,CotG10,display_name
car_cd691ad46515,cards_lua,lua,,card=Earth Tyrant 10TH;field=effect_text;set=CotG10,Reward: Gain 5H.  Draw two cards.,奖励：获得5荣誉。抽两张牌。,draft,,Earth Tyrant 10TH,CotG10,effect_text
car_f05d2b1d35e4,cards_lua,lua,,card=Mephit 10TH;field=display_name;set=CotG10,Mephit,恶臭精,draft,,Mephit 10TH,CotG10,display_name
car_475f0492341d,cards_lua,lua,,card=Mephit 10TH;field=effect_text;set=CotG10,Reward: Gain 2H.  You may banish a card in the center row.,奖励：获得2荣誉。你可以放逐中央牌列中的一张卡牌。,draft,,Mephit 10TH,CotG10,effect_text
car_2833f5a708f7,cards_lua,lua,,card=Mistake of Creation 10TH;field=display_name;set=CotG10,Mistake of Creation,造物之误,draft,,Mistake of Creation 10TH,CotG10,display_name
car_03cec7a82201,cards_lua,lua,,card=Mistake of Creation 10TH;field=effect_text;set=CotG10,Reward: Gain 4H.  You may banish a card in the center row and/or a card in your discard pile.,奖励：获得4荣誉。你可以放逐中央牌列和/或你弃牌堆中的一张卡牌。,draft,,Mistake of Creation 10TH,CotG10,effect_text
car_4ec416725247,cards_lua,lua,,card=Samael's Trickster 10TH;field=display_name;set=CotG10,Samael's Trickster,萨麦尔的诡术师,draft,,Samael's Trickster 10TH,CotG10,display_name
car_8be67d31304f,cards_lua,lua,,card=Samael's Trickster 10TH;field=effect_text;set=CotG10,Reward: Gain 1H.  Gain 1R.,奖励：获得1荣誉。获得1符文。,draft,,Samael's Trickster 10TH,CotG10,effect_text
car_a447ac1bb367,cards_lua,lua,,card=Sea Tyrant 10TH;field=display_name;set=CotG10,Sea Tyrant,海中暴君,draft,,Sea Tyrant 10TH,CotG10,display_name
car_5ecc1413eefb,cards_lua,lua,,card=Sea Tyrant 10TH;field=effect_text;set=CotG10,Reward: Gain 5H.  Each opponent must choose a Construct they control and put the rest into their discard pile.,奖励：获得5荣誉。每位对手须选择一张其控制的神器，将其余神器置入弃牌堆。,draft,,Sea Tyrant 10TH,CotG10,effect_text
car_dd3db574b6d1,cards_lua,lua,,card=Tormented Soul 10TH;field=display_name;set=CotG10,Tormented Soul,受折磨的灵魂,draft,,Tormented Soul 10TH,CotG10,display_name
car_4be32bce1252,cards_lua,lua,,card=Tormented Soul 10TH;field=effect_text;set=CotG10,Reward: Gain 1H.  Draw a card.,奖励：获得1荣誉。抽一张牌。,draft,,Tormented Soul 10TH,CotG10,effect_text
car_1f00c4a3ccbc,cards_lua,lua,,card=Wind Tyrant 10TH;field=display_name;set=CotG10,Wind Tyrant,风之暴君,draft,,Wind Tyrant 10TH,CotG10,display_name
car_b2f56edd15ee,cards_lua,lua,,card=Wind Tyrant 10TH;field=effect_text;set=CotG10,Reward: Gain 3H.  Gain 3R.,奖励：获得3荣誉。获得3符文。,draft,,Wind Tyrant 10TH,CotG10,effect_text
car_6e2e0c66c29d,cards_lua,lua,,"card=Xeron, Duke of Lies 10TH;field=display_name;set=CotG10","Xeron, Duke of Lies",谎言之公爵泽伦,draft,,"Xeron, Duke of Lies 10TH",CotG10,display_name
car_355308369233,cards_lua,lua,,"card=Xeron, Duke of Lies 10TH;field=effect_text;set=CotG10",Reward: Gain 3H.  Take a card at random from each opponent's hand and add that card to your hand.,奖励：获得3荣誉. 拿取一张卡牌随机从 每位对手之手牌和 将该卡牌加入以 你的手牌.,draft,,"Xeron, Duke of Lies 10TH",CotG10,effect_text
car_27ca05c7a7a3,cards_lua,lua,,card=Militia;field=display_name;set=,Militia,民兵,draft,,Militia,,display_name
car_bcb059f2b702,cards_lua,lua,,card=Militia;field=effect_text;set=,Gain 1P.,获得1战力。,draft,,Militia,,effect_text
car_053a1a7afa66,cards_lua,lua,,card=Apprentice;field=display_name;set=,Apprentice,学徒,draft,,Apprentice,,display_name
car_06a9f31eb5cf,cards_lua,lua,,card=Apprentice;field=effect_text;set=,Gain 1R.,获得1符文。,draft,,Apprentice,,effect_text
car_2a6d63e3386e,cards_lua,lua,,card=Mystic;field=display_name;set=,Mystic,秘教士,draft,,Mystic,,display_name
car_39a01fe90630,cards_lua,lua,,card=Mystic;field=effect_text;set=,Gain 2R.,获得2符文。,draft,,Mystic,,effect_text
car_61f22f30b249,cards_lua,lua,,card=Heavy Infantry;field=display_name;set=,Heavy Infantry,重装步兵,draft,,Heavy Infantry,,display_name
car_b64a4611c6cf,cards_lua,lua,,card=Heavy Infantry;field=effect_text;set=,Gain 2P.,获得2战力。,draft,,Heavy Infantry,,effect_text
car_523ce82aec58,cards_lua,lua,,card=Cultist;field=display_name;set=,Cultist,邪教徒,draft,,Cultist,,display_name
car_db6d061f9090,cards_lua,lua,,card=Cultist;field=effect_text;set=,Reward: Gain 1H.,奖励：获得1荣誉。,draft,,Cultist,,effect_text
car_8868bb9545f6,cards_lua,lua,,card=Arha Initiate;field=display_name;set=CotG,Arha Initiate,亚哈新兵,draft,,Arha Initiate,CotG,display_name
car_bad5933f41e5,cards_lua,lua,,card=Arha Initiate;field=effect_text;set=CotG,Draw a card.,抽一张牌。,draft,,Arha Initiate,CotG,effect_text
car_f98615b7855f,cards_lua,lua,,card=Arha Templar;field=display_name;set=CotG,Arha Templar,亚哈圣殿武士,draft,,Arha Templar,CotG,display_name
car_abc19ced5dc1,cards_lua,lua,,card=Arha Templar;field=effect_text;set=CotG,Defeat a Monster that has P4 or less.,击败一个战力值不高于4的怪物。,draft,,Arha Templar,CotG,effect_text
car_5d520d63e7b4,cards_lua,lua,,card=Ascetic of the Lidless Eye;field=display_name;set=CotG,Ascetic of the Lidless Eye,无目之眼苦行僧,draft,,Ascetic of the Lidless Eye,CotG,display_name
car_84c4d7f34679,cards_lua,lua,,card=Ascetic of the Lidless Eye;field=effect_text;set=CotG,Draw two cards.,抽两张牌。,draft,,Ascetic of the Lidless Eye,CotG,effect_text
car_56a0c6933587,cards_lua,lua,,card=Master Dhartha;field=display_name;set=CotG,Master Dhartha,达萨大师,draft,,Master Dhartha,CotG,display_name
car_eed816528e97,cards_lua,lua,,card=Master Dhartha;field=effect_text;set=CotG,Draw three cards.,抽三张牌。,draft,,Master Dhartha,CotG,effect_text
car_ba8c18d66c9b,cards_lua,lua,,card=Oziah the Peerless;field=display_name;set=CotG,Oziah the Peerless,无双的奥齐亚,draft,,Oziah the Peerless,CotG,display_name
car_bb8dc30dfadd,cards_lua,lua,,card=Oziah the Peerless;field=effect_text;set=CotG,Defeat a Monster that has P6 or less.,击败一个战力值不高于6的怪物。,draft,,Oziah the Peerless,CotG,effect_text
car_f0f026bd350b,cards_lua,lua,,card=Seer of the Forked Path;field=display_name;set=CotG,Seer of the Forked Path,歧路预言者,draft,,Seer of the Forked Path,CotG,display_name
car_235a420a1afd,cards_lua,lua,,card=Seer of the Forked Path;field=effect_text;set=CotG,Draw a card.  Then you may banish a card in the center row.,抽一张牌。然后你可以放逐中央牌列中的一张卡牌。,draft,,Seer of the Forked Path,CotG,effect_text
car_ef7d0a36c78e,cards_lua,lua,,card=Tablet of Time's Dawn;field=display_name;set=CotG,Tablet of Time's Dawn,时晓石板,draft,,Tablet of Time's Dawn,CotG,display_name
car_912a0782a55a,cards_lua,lua,,card=Tablet of Time's Dawn;field=effect_text;set=CotG,Banish this Construct to take an additional turn after this one.,放逐此神器，然后在本回合后再进行一个额外回合。,draft,,Tablet of Time's Dawn,CotG,effect_text
car_0457f8fa7ede,cards_lua,lua,,card=Temple Librarian;field=display_name;set=CotG,Temple Librarian,神殿图书管理员,draft,,Temple Librarian,CotG,display_name
car_445d81d6da97,cards_lua,lua,,card=Temple Librarian;field=effect_text;set=CotG,"Discard a card.  If you do, draw two cards.",弃一张牌。若你如此做，抽两张牌。,draft,,Temple Librarian,CotG,effect_text
car_5be196994a69,cards_lua,lua,,card=The All-Seeing Eye;field=display_name;set=CotG,The All-Seeing Eye,全视之眼,draft,,The All-Seeing Eye,CotG,display_name
car_bd0ca865e52f,cards_lua,lua,,card=The All-Seeing Eye;field=effect_text;set=CotG,"Once per turn, you may draw a card.",每回合一次，你可以抽一张牌。,draft,,The All-Seeing Eye,CotG,effect_text
car_57495171f0e0,cards_lua,lua,,card=Twofold Askara;field=display_name;set=CotG,Twofold Askara,双重阿斯卡拉,draft,,Twofold Askara,CotG,display_name
car_28b5aa98e801,cards_lua,lua,,card=Twofold Askara;field=effect_text;set=CotG,Copy the effect of a Hero played this turn.,复制本回合打出的一张英雄的效果。,draft,,Twofold Askara,CotG,effect_text
car_c3823239e7c4,cards_lua,lua,,"card=Cetra, Weaver of Stars;field=display_name;set=CotG","Cetra, Weaver of Stars",织星者塞特拉,draft,,"Cetra, Weaver of Stars",CotG,display_name
car_1d817de68583,cards_lua,lua,,"card=Cetra, Weaver of Stars;field=effect_text;set=CotG",Acquire any Hero.  Place it on top of your deck.,获取任意一个英雄。将其放到你的牌库顶。,draft,,"Cetra, Weaver of Stars",CotG,effect_text
car_09f294f5e511,cards_lua,lua,,card=Druids of the Stone Circle;field=display_name;set=CotG,Druids of the Stone Circle,石环德鲁伊,draft,,Druids of the Stone Circle,CotG,display_name
car_4d09a2c218e9,cards_lua,lua,,card=Druids of the Stone Circle;field=effect_text;set=CotG,Acquire a Hero that costs R3 or less.  Place it on top of your deck.,无需支付费用获取一个费用不高于3符文的英雄。将其放到你的牌库顶。,draft,,Druids of the Stone Circle,CotG,effect_text
car_b83613d81f67,cards_lua,lua,,card=Flytrap Witch;field=display_name;set=CotG,Flytrap Witch,捕蝇草女巫,draft,,Flytrap Witch,CotG,display_name
car_ce4f073d43ac,cards_lua,lua,,card=Flytrap Witch;field=effect_text;set=CotG,Gain 2H.  Draw a card.,获得2荣誉。抽一张牌。,draft,,Flytrap Witch,CotG,effect_text
car_57503870163f,cards_lua,lua,,card=Landtalker;field=display_name;set=CotG,Landtalker,大地说书人,draft,,Landtalker,CotG,display_name
car_a1e027b1a68f,cards_lua,lua,,card=Landtalker;field=effect_text;set=CotG,Gain 3R.,获得3符文。,draft,,Landtalker,CotG,effect_text
car_c221444dfab5,cards_lua,lua,,card=Lifebound Initiate;field=display_name;set=CotG,Lifebound Initiate,命约新兵,draft,,Lifebound Initiate,CotG,display_name
car_80a04e5dd42b,cards_lua,lua,,card=Lifebound Initiate;field=effect_text;set=CotG,Gain 1R and 1H.,获得1符文和1荣誉。,draft,,Lifebound Initiate,CotG,effect_text
car_683ac75acc7c,cards_lua,lua,,card=Runic Lycanthrope;field=display_name;set=CotG,Runic Lycanthrope,符文狼化人,draft,,Runic Lycanthrope,CotG,display_name
car_735be2ae2d6d,cards_lua,lua,,card=Runic Lycanthrope;field=effect_text;set=CotG,"Gain 2R.  If you've played a Lifebound Hero this turn, gain 2P.",获得2符文。若你本回合打出过命约英雄，获得2战力。,draft,,Runic Lycanthrope,CotG,effect_text
car_3c81eace694c,cards_lua,lua,,card=Snapdragon;field=display_name;set=CotG,Snapdragon,金鱼草,draft,,Snapdragon,CotG,display_name
car_877c76b89839,cards_lua,lua,,card=Snapdragon;field=effect_text;set=CotG,"Once per turn, gain 1R.  The first time you play a Lifebound Hero each turn, gain 1H.",每回合一次，获得1符文。每回合你首次打出命约英雄时，获得1荣誉。,draft,,Snapdragon,CotG,effect_text
car_e23e4cc2665c,cards_lua,lua,,card=Wolf Shaman;field=display_name;set=CotG,Wolf Shaman,狼萨满,draft,,Wolf Shaman,CotG,display_name
car_7e720a93c729,cards_lua,lua,,card=Wolf Shaman;field=effect_text;set=CotG,Gain 1R.  Draw a card.,获得1符文。抽一张牌。,draft,,Wolf Shaman,CotG,effect_text
car_a8f27734cd4b,cards_lua,lua,,card=Yggdrasil Staff;field=display_name;set=CotG,Yggdrasil Staff,世界树法杖,draft,,Yggdrasil Staff,CotG,display_name
car_687a30fb6cc9,cards_lua,lua,,card=Yggdrasil Staff;field=effect_text;set=CotG,"Once per turn, gain 1P.
Once per turn, you may spend 4R to gain 3H.",每回合一次，获得1战力。若你本回合打出过命约英雄，获得2荣誉。,draft,,Yggdrasil Staff,CotG,effect_text
car_5d4b6951db47,cards_lua,lua,,card=Avatar Golem;field=display_name;set=CotG,Avatar Golem,化身魔像,draft,,Avatar Golem,CotG,display_name
car_9532bdb09c21,cards_lua,lua,,card=Avatar Golem;field=effect_text;set=CotG,Gain 2P.  Gain 1H for each type of Construct you control.,获得2战力。你每控制一种神器，获得1荣誉。,draft,,Avatar Golem,CotG,effect_text
car_cdd07a72dff3,cards_lua,lua,,card=Burrower Mark II;field=display_name;set=CotG,Burrower Mark II,钻地机II型,draft,,Burrower Mark II,CotG,display_name
car_7df4a03818e2,cards_lua,lua,,card=Burrower Mark II;field=effect_text;set=CotG,Draw a card the first time you put a Mechana construct into play each turn (including this one).,每回合你首次将机械神器进入战场时（包括此牌），抽一张牌。,draft,,Burrower Mark II,CotG,effect_text
car_154682840829,cards_lua,lua,,card=Hedron Cannon;field=display_name;set=CotG,Hedron Cannon,多面体加农,draft,,Hedron Cannon,CotG,display_name
car_11e6fa2f73e4,cards_lua,lua,,card=Hedron Cannon;field=effect_text;set=CotG,"Once per turn, gain 1P for each Mechana Construct you control.",每回合一次，你每控制一个机械神器，获得1战力。,draft,,Hedron Cannon,CotG,effect_text
car_4fa5334fac2b,cards_lua,lua,,card=Hedron Link Device;field=display_name;set=CotG,Hedron Link Device,多面体连接装置,draft,,Hedron Link Device,CotG,display_name
car_8be74cb59674,cards_lua,lua,,card=Hedron Link Device;field=effect_text;set=CotG,You may treat all Constructs as Mechana Constructs.,你可以将所有神器视为机械神器。,draft,,Hedron Link Device,CotG,effect_text
car_aa20e7556e82,cards_lua,lua,,"card=Kor, the Ferromancer;field=display_name;set=CotG","Kor, the Ferromancer",铁术师科尔,draft,,"Kor, the Ferromancer",CotG,display_name
car_0b8e450946e9,cards_lua,lua,,"card=Kor, the Ferromancer;field=effect_text;set=CotG",Gain 2P.  Draw a card if you control 2 or more Constructs.,获得2战力. 抽一张牌若 你控制的 2 或更高神器.,draft,kw_pass3,"Kor, the Ferromancer",CotG,effect_text
car_a485821b2e20,cards_lua,lua,,card=Mechana Initiate;field=display_name;set=CotG,Mechana Initiate,机械新兵,draft,,Mechana Initiate,CotG,display_name
car_925564e61d5f,cards_lua,lua,,card=Mechana Initiate;field=effect_text;set=CotG,Gain 1R or 1P.,获得1符文或1战力。,draft,,Mechana Initiate,CotG,effect_text
car_e0af4b1b09d4,cards_lua,lua,,card=Reactor Monk;field=display_name;set=CotG,Reactor Monk,反应堆僧侣,draft,,Reactor Monk,CotG,display_name
car_1b7e7cd1b2c4,cards_lua,lua,,card=Reactor Monk;field=effect_text;set=CotG,Gain 2R.  The next Construct you acquire this turn costs 1R less.,获得2符文。你本回合下一张获取的神器费用减少1符文。,draft,,Reactor Monk,CotG,effect_text
car_8f5c5f5849f5,cards_lua,lua,,card=Rocket Courier X-99;field=display_name;set=CotG,Rocket Courier X-99,火箭信使X-99,draft,,Rocket Courier X-99,CotG,display_name
car_4c4eefdf188b,cards_lua,lua,,card=Rocket Courier X-99;field=effect_text;set=CotG,"Once per turn, when you acquire another Mechana Construct, you may put it directly into play.",每回合一次，当你获取另一张机械神器时，你可以将其直接进入战场。,draft,,Rocket Courier X-99,CotG,effect_text
car_813260909e37,cards_lua,lua,,card=The Grand Design;field=display_name;set=CotG,The Grand Design,宏伟设计,draft,,The Grand Design,CotG,display_name
car_1e015e58b7e5,cards_lua,lua,,card=The Grand Design;field=effect_text;set=CotG,"Once per turn, gain 2R.  You may spend it only to acquire Mechana Constructs.",每回合一次，获得2符文。你只能用它来获取机械神器。,draft,,The Grand Design,CotG,effect_text
car_b68f40d313c4,cards_lua,lua,,card=Watchmaker's Altar;field=display_name;set=CotG,Watchmaker's Altar,制表师祭坛,draft,,Watchmaker's Altar,CotG,display_name
car_f5a8eafdcc13,cards_lua,lua,,card=Watchmaker's Altar;field=effect_text;set=CotG,"Once per turn, gain 1R.  You may spend it only to acquire a Mechana Construct.",每回合一次，获得1符文。你只能用它来获取机械神器。,draft,,Watchmaker's Altar,CotG,effect_text
car_7aab07598744,cards_lua,lua,,card=Arbiter of the Precipice;field=display_name;set=CotG,Arbiter of the Precipice,悬崖仲裁者,draft,,Arbiter of the Precipice,CotG,display_name
car_814934d618dc,cards_lua,lua,,card=Arbiter of the Precipice;field=effect_text;set=CotG,Draw two cards.  Then banish any card in your hand.,抽两张牌。然后放逐你手牌中的一张卡牌。,draft,,Arbiter of the Precipice,CotG,effect_text
car_5d9caadd7a41,cards_lua,lua,,card=Demon Slayer;field=display_name;set=CotG,Demon Slayer,恶魔杀手,draft,,Demon Slayer,CotG,display_name
car_d19e9a57bb27,cards_lua,lua,,card=Demon Slayer;field=effect_text;set=CotG,Gain 3P.,获得3战力。,draft,,Demon Slayer,CotG,effect_text
car_d92488c42a75,cards_lua,lua,,"card=Emri, One with the Void;field=display_name;set=CotG","Emri, One with the Void",与虚空合一的艾姆瑞,draft,,"Emri, One with the Void",CotG,display_name
car_6d5483e97d2e,cards_lua,lua,,"card=Emri, One with the Void;field=effect_text;set=CotG",Gain 4P.,获得4战力。,draft,,"Emri, One with the Void",CotG,effect_text
car_ac7df76f8866,cards_lua,lua,,card=Muramasa;field=display_name;set=CotG,Muramasa,村正,draft,,Muramasa,CotG,display_name
car_7224e0f71782,cards_lua,lua,,card=Muramasa;field=effect_text;set=CotG,"Once per turn, gain 3P.",每回合一次，获得3战力。,draft,,Muramasa,CotG,effect_text
car_f67e3a95939c,cards_lua,lua,,card=Shade of the Black Watch;field=display_name;set=CotG,Shade of the Black Watch,黑卫之影,draft,,Shade of the Black Watch,CotG,display_name
car_2997f8654002,cards_lua,lua,,card=Shade of the Black Watch;field=effect_text;set=CotG,Gain 2P.  You may banish a card in your hand or discard pile.,获得2战力。你可以放逐一张手牌或弃牌堆中的卡牌。,draft,,Shade of the Black Watch,CotG,effect_text
car_7729bf914852,cards_lua,lua,,card=Shadow Star;field=display_name;set=CotG,Shadow Star,暗影之星,draft,,Shadow Star,CotG,display_name
car_1a54fd6250d5,cards_lua,lua,,card=Shadow Star;field=effect_text;set=CotG,"Once per turn, gain 1P.",每回合一次，获得1战力。,draft,,Shadow Star,CotG,effect_text
car_0e99afd84407,cards_lua,lua,,card=Spike Vixen;field=display_name;set=CotG,Spike Vixen,尖刺雌狐,draft,,Spike Vixen,CotG,display_name
car_88ba63f8f3eb,cards_lua,lua,,card=Spike Vixen;field=effect_text;set=CotG,Gain 1P.  Draw a card.,获得1战力。抽一张牌。,draft,,Spike Vixen,CotG,effect_text
car_39cf3a5ed095,cards_lua,lua,,card=Void Initiate;field=display_name;set=CotG,Void Initiate,虚空新兵,draft,,Void Initiate,CotG,display_name
car_bed5cc48ae34,cards_lua,lua,,card=Void Initiate;field=effect_text;set=CotG,Gain 1R.  You may banish a card in your hand or discard pile.,获得1符文。你可以放逐一张手牌或弃牌堆中的卡牌。,draft,,Void Initiate,CotG,effect_text
car_0cc29912f701,cards_lua,lua,,card=Voidthirster;field=display_name;set=CotG,Voidthirster,渴虚者,draft,,Voidthirster,CotG,display_name
car_fc01eca1aa69,cards_lua,lua,,card=Voidthirster;field=effect_text;set=CotG,"Once per turn, gain 1P.  The first time you defeat a Monster in the center row each turn, gain 1H.",每回合一次，获得1战力。每回合你首次击败中央牌列中的怪物时，获得1荣誉。,draft,,Voidthirster,CotG,effect_text
car_643bb5bd433e,cards_lua,lua,,card=Avatar of the Fallen;field=display_name;set=CotG,Avatar of the Fallen,堕落者化身,draft,,Avatar of the Fallen,CotG,display_name
car_8535698eb28a,cards_lua,lua,,card=Avatar of the Fallen;field=effect_text;set=CotG,"This Monster can't be banished unless defeated.
Reward: Gain 4H.  Acquire or Defeat any other card in the center row.",除非被击败，否则此怪物不可被放逐。奖励：获得4荣誉。你可以无需支付费用获取或击败中央牌列中的任意一张卡牌。,draft,,Avatar of the Fallen,CotG,effect_text
car_c20b4c06ad92,cards_lua,lua,,card=Corrosive Widow;field=display_name;set=CotG,Corrosive Widow,腐蚀寡妇,draft,,Corrosive Widow,CotG,display_name
car_b2fb80f12df7,cards_lua,lua,,card=Corrosive Widow;field=effect_text;set=CotG,Reward: Gain 3H.  Each opponent must put a Construct he controls into his discard pile.,奖励：获得3荣誉。每位对手须将其控制的一张神器置入弃牌堆。,draft,,Corrosive Widow,CotG,effect_text
