id,domain,set,en_hash,en,zh,status,waived_reason,source_file
cards_name:CotG10:Watchmaker's Altar 10TH,cards_name,CotG10,82e4063ea119,Watchmaker's Altar 10TH,制表师祭坛,reviewed,,loc/zh-Hans/lua_cards.csv
cards_name:CotG10:Wind Tyrant 10TH,cards_name,CotG10,e61a2b562b4c,Wind Tyrant 10TH,风之暴君,reviewed,,loc/zh-Hans/lua_cards.csv
cards_name:CotG10:Wolf Shaman 10TH,cards_name,CotG10,8e73943ee388,Wolf Shaman 10TH,狼萨满,reviewed,,loc/zh-Hans/lua_cards.csv
"cards_name:CotG10:Xeron, Duke of Lies 10TH",cards_name,CotG10,16d9798ceebe,"Xeron, Duke of Lies 10TH",谎言之公爵泽伦,draft,,loc/zh-Hans/lua_cards.csv
cards_name:CotG10:Yggdrasil Staff 10TH,cards_name,CotG10,8dfeb359cb85,Yggdrasil Staff 10TH,世界树法杖,reviewed,,loc/zh-Hans/lua_cards.csv
cards_name:CotG:Arbiter of the Precipice,cards_name,CotG,645009e702df,Arbiter of the Precipice,悬崖仲裁者,reviewed,,loc/zh-Hans/lua_cards.csv
cards_name:CotG:Arha Initiate,cards_name,CotG,95da2c985c7d,Arha Initiate,亚哈新兵,reviewed,,loc/zh-Hans/lua_cards.csv
cards_name:CotG:Arha Templar,cards_name,CotG,b7befaa2a71f,Arha Templar,亚哈圣殿武士,reviewed,,loc/zh-Hans/lua_cards.csv
cards_name:CotG:Ascetic of the Lidless Eye,cards_name,CotG,592d36057f60,Ascetic of the Lidless Eye,无目之眼苦行僧,reviewed,,loc/zh-Hans/lua_cards.csv
cards_name:CotG:Avatar Golem,cards_name,CotG,511745c3b6d5,Avatar Golem,化身魔像,reviewed,,loc/zh-Hans/lua_cards.csv
cards_name:CotG:Avatar of the Fallen,cards_name,CotG,de9b3be7266b,Avatar of the Fallen,堕落者化身,reviewed,,loc/zh-Hans/lua_cards.csv
cards_name:CotG:Burrower Mark II,cards_name,CotG,077f9bd55fcf,Burrower Mark II,钻地机II型,reviewed,,loc/zh-Hans/lua_cards.csv
"cards_name:CotG:Cetra, Weaver of Stars",cards_name,CotG,d8005c6366fa,"Cetra, Weaver of Stars",织星者塞特拉,reviewed,,loc/zh-Hans/lua_cards.csv
cards_name:CotG:Corrosive Widow,cards_name,CotG,c30e7034de77,Corrosive Widow,腐蚀寡妇,reviewed,,loc/zh-Hans/lua_cards.csv
cards_name:CotG:Demon Slayer,cards_name,CotG,08007ef2d8e6,Demon Slayer,恶魔杀手,reviewed,,loc/zh-Hans/lua_cards.csv
cards_name:CotG:Druids of the Stone Circle,cards_name,CotG,c00e8cca16f8,Druids of the Stone Circle,石环德鲁伊,reviewed,,loc/zh-Hans/lua_cards.csv
cards_name:CotG:Earth Tyrant,cards_name,CotG,bff93b453395,Earth Tyrant,大地暴君,reviewed,,loc/zh-Hans/lua_cards.csv
"cards_name:CotG:Emri, One with the Void",cards_name,CotG,30beee0527af,"Emri, One with the Void",与虚空合一的艾姆瑞,reviewed,,loc/zh-Hans/lua_cards.csv
cards_name:CotG:Flytrap Witch,cards_name,CotG,8cef395af479,Flytrap Witch,捕蝇草女巫,reviewed,,loc/zh-Hans/lua_cards.csv
cards_name:CotG:Hedron Cannon,cards_name,CotG,08e805fa8578,Hedron Cannon,多面体加农,reviewed,,loc/zh-Hans/lua_cards.csv
cards_name:CotG:Hedron Link Device,cards_name,CotG,fc9f53eb661e,Hedron Link Device,多面体连接装置,reviewed,,loc/zh-Hans/lua_cards.csv
"cards_name:CotG:Kor, the Ferromancer",cards_name,CotG,4675fb7eeb83,"Kor, the Ferromancer",铁术师科尔,draft,,loc/zh-Hans/lua_cards.csv
cards_name:CotG:Landtalker,cards_name,CotG,7682262176f0,Landtalker,大地说书人,reviewed,,loc/zh-Hans/lua_cards.csv
cards_name:CotG:Lifebound Initiate,cards_name,CotG,9269ecbe1ad8,Lifebound Initiate,命约新兵,reviewed,,loc/zh-Hans/lua_cards.csv
cards_name:CotG:Master Dhartha,cards_name,CotG,458d9787b6e0,Master Dhartha,达萨大师,reviewed,,loc/zh-Hans/lua_cards.csv
cards_name:CotG:Mechana Initiate,cards_name,CotG,033dda144ae0,Mechana Initiate,机械新兵,reviewed,,loc/zh-Hans/lua_cards.csv
cards_name:CotG:Mephit,cards_name,CotG,558cabc64720,Mephit,恶臭精,reviewed,,loc/zh-Hans/lua_cards.csv
cards_name:CotG:Mistake of Creation,cards_name,CotG,0346c570c395,Mistake of Creation,造物之误,reviewed,,loc/zh-Hans/lua_cards.csv
cards_name:CotG:Muramasa,cards_name,CotG,04ea2f250c83,Muramasa,村正,reviewed,,loc/zh-Hans/lua_cards.csv
cards_name:CotG:Oziah the Peerless,cards_name,CotG,c8980068f915,Oziah the Peerless,无双的奥齐亚,reviewed,,loc/zh-Hans/lua_cards.csv
cards_name:CotG:Reactor Monk,cards_name,CotG,704f4157b10e,Reactor Monk,反应堆僧侣,reviewed,,loc/zh-Hans/lua_cards.csv
cards_name:CotG:Rocket Courier X-99,cards_name,CotG,4b3b7d1cbd52,Rocket Courier X-99,火箭信使X-99,reviewed,,loc/zh-Hans/lua_cards.csv
cards_name:CotG:Runic Lycanthrope,cards_name,CotG,58e8ec79471d,Runic Lycanthrope,符文狼化人,reviewed,,loc/zh-Hans/lua_cards.csv
cards_name:CotG:Samael's Trickster,cards_name,CotG,3911da7af4ba,Samael's Trickster,萨麦尔的诡术师,reviewed,,loc/zh-Hans/lua_cards.csv
cards_name:CotG:Sea Tyrant,cards_name,CotG,852017d48ff5,Sea Tyrant,海中暴君,reviewed,,loc/zh-Hans/lua_cards.csv
cards_name:CotG:Seer of the Forked Path,cards_name,CotG,06d4ce9120a6,Seer of the Forked Path,歧路预言者,reviewed,,loc/zh-Hans/lua_cards.csv
cards_name:CotG:Shade of the Black Watch,cards_name,CotG,d393b879c91c,Shade of the Black Watch,黑卫之影,reviewed,,loc/zh-Hans/lua_cards.csv
cards_name:CotG:Shadow Star,cards_name,CotG,d258551e2fa1,Shadow Star,暗影之星,reviewed,,loc/zh-Hans/lua_cards.csv
cards_name:CotG:Snapdragon,cards_name,CotG,fbf388bebcb2,Snapdragon,金鱼草,reviewed,,loc/zh-Hans/lua_cards.csv
cards_name:CotG:Spike Vixen,cards_name,CotG,964a7f0422c6,Spike Vixen,尖刺雌狐,reviewed,,loc/zh-Hans/lua_cards.csv
cards_name:CotG:Tablet of Time's Dawn,cards_name,CotG,c151a704db64,Tablet of Time's Dawn,时晓石板,reviewed,,loc/zh-Hans/lua_cards.csv
cards_name:CotG:Temple Librarian,cards_name,CotG,11706df1cb57,Temple Librarian,神殿图书管理员,reviewed,,loc/zh-Hans/lua_cards.csv
cards_name:CotG:The All-Seeing Eye,cards_name,CotG,64b8a14ca98a,The All-Seeing Eye,全视之眼,reviewed,,loc/zh-Hans/lua_cards.csv
cards_name:CotG:The Grand Design,cards_name,CotG,77130905dd97,The Grand Design,宏伟设计,reviewed,,loc/zh-Hans/lua_cards.csv
cards_name:CotG:Tormented Soul,cards_name,CotG,879232a0bd17,Tormented Soul,受折磨的灵魂,reviewed,,loc/zh-Hans/lua_cards.csv
cards_name:CotG:Twofold Askara,cards_name,CotG,85190a9596ce,Twofold Askara,双重阿斯卡拉,reviewed,,loc/zh-Hans/lua_cards.csv
cards_name:CotG:Void Initiate,cards_name,CotG,fd6a8fce337b,Void Initiate,虚空新兵,reviewed,,loc/zh-Hans/lua_cards.csv
cards_name:CotG:Voidthirster,cards_name,CotG,368838fba3b9,Voidthirster,渴虚者,reviewed,,loc/zh-Hans/lua_cards.csv
cards_name:CotG:Watchmaker's Altar,cards_name,CotG,c49185e99df1,Watchmaker's Altar,制表师祭坛,reviewed,,loc/zh-Hans/lua_cards.csv
cards_name:CotG:Wind Tyrant,cards_name,CotG,38bcab0a945f,Wind Tyrant,风之暴君,reviewed,,loc/zh-Hans/lua_cards.csv
cards_name:CotG:Wolf Shaman,cards_name,CotG,bb5fad14a444,Wolf Shaman,狼萨满,reviewed,,loc/zh-Hans/lua_cards.csv
"cards_name:CotG:Xeron, Duke of Lies",cards_name,CotG,c20c35dd8081,"Xeron, Duke of Lies",谎言之公爵泽伦,draft,,loc/zh-Hans/lua_cards.csv
cards_name:CotG:Yggdrasil Staff,cards_name,CotG,d887989ae150,Yggdrasil Staff,世界树法杖,reviewed,,loc/zh-Hans/lua_cards.csv
cards_name:DS:Alluring Shaman,cards_name,DS,887a75833888,Alluring Shaman,魅惑萨满,draft,,loc/zh-Hans/lua_cards.csv
cards_name:DS:Arbiter's Censer,cards_name,DS,05e983d35ac3,Arbiter's Censer,仲裁者香炉,draft,,loc/zh-Hans/lua_cards.csv
cards_name:DS:Arha Sensei DS,cards_name,DS,3307c1ff3bc7,Arha Sensei DS,亚哈导师,draft,,loc/zh-Hans/lua_cards.csv
cards_name:DS:Armistice,cards_name,DS,4be62d8ae504,Armistice,停战,draft,,loc/zh-Hans/lua_cards.csv
cards_name:DS:Ashes to Ashes,cards_name,DS,b616d68666dc,Ashes to Ashes,灰烬归于灰烬,draft,,loc/zh-Hans/lua_cards.csv
cards_name:DS:Askaran Armor,cards_name,DS,b3727477b0c1,Askaran Armor,阿斯卡拉甲,draft,,loc/zh-Hans/lua_cards.csv
cards_name:DS:Aura of the Askara,cards_name,DS,5b60a9a3d9f1,Aura of the Askara,灵光阿斯卡拉,draft,,loc/zh-Hans/lua_cards.csv
cards_name:DS:Auspicious Askara,cards_name,DS,7c4556b4f514,Auspicious Askara,吉兆阿斯卡拉,draft,,loc/zh-Hans/lua_cards.csv
cards_name:DS:Berserker Frenzy,cards_name,DS,407aa4166ea8,Berserker Frenzy,狂战狂乱,draft,,loc/zh-Hans/lua_cards.csv
cards_name:DS:Brainstorm Sentry,cards_name,DS,a3f18489b99c,Brainstorm Sentry,头脑风暴哨兵,draft,,loc/zh-Hans/lua_cards.csv
cards_name:DS:Bringer of Despair,cards_name,DS,7f9e13b819dc,Bringer of Despair,带来者绝望,draft,,loc/zh-Hans/lua_cards.csv
cards_name:DS:Call of Darkness,cards_name,DS,50f117ee62cc,Call of Darkness,黑暗呼唤,draft,,loc/zh-Hans/lua_cards.csv
cards_name:DS:Caustic Conjurer,cards_name,DS,be9c26e4e2f4,Caustic Conjurer,腐蚀咒术师,draft,,loc/zh-Hans/lua_cards.csv
cards_name:DS:Cetra's Respite,cards_name,DS,c5499a48e839,Cetra's Respite,塞特拉的喘息,draft,,loc/zh-Hans/lua_cards.csv
cards_name:DS:Chaos Cannon,cards_name,DS,d65ed804d8c2,Chaos Cannon,混沌加农,draft,,loc/zh-Hans/lua_cards.csv
cards_name:DS:Chronicle of Vigil,cards_name,DS,19d35e9da34e,Chronicle of Vigil,祈夜编年史,draft,,loc/zh-Hans/lua_cards.csv
cards_name:DS:Deluding Djinn,cards_name,DS,884ef4873425,Deluding Djinn,欺瞒灯神,draft,,loc/zh-Hans/lua_cards.csv
cards_name:DS:Deluxe Capacitor,cards_name,DS,e3c9e84697c3,Deluxe Capacitor,豪华电容,draft,,loc/zh-Hans/lua_cards.csv
cards_name:DS:Dream Lab,cards_name,DS,a3222ba14e0c,Dream Lab,梦实验室,draft,,loc/zh-Hans/lua_cards.csv
cards_name:DS:Dreamkiller,cards_name,DS,48041cf88ef5,Dreamkiller,弑梦者,draft,,loc/zh-Hans/lua_cards.csv
cards_name:DS:Dreamshaper Jesse,cards_name,DS,2a42d06a440a,Dreamshaper Jesse,塑梦者杰西,draft,,loc/zh-Hans/lua_cards.csv
cards_name:DS:Dreamwillow,cards_name,DS,51d532d1bd1f,Dreamwillow,梦柳,draft,,loc/zh-Hans/lua_cards.csv
cards_name:DS:Dreamwillow Druids,cards_name,DS,982ce33e67c7,Dreamwillow Druids,梦柳德鲁伊,draft,,loc/zh-Hans/lua_cards.csv
cards_name:DS:Dust to Dust,cards_name,DS,84944b21798d,Dust to Dust,尘土归于尘土,draft,,loc/zh-Hans/lua_cards.csv
"cards_name:DS:Emri, Shadowslayer",cards_name,DS,ba6a49692ccf,"Emri, Shadowslayer",斩影者艾姆瑞,draft,,loc/zh-Hans/lua_cards.csv
cards_name:DS:Engulfing Kraken,cards_name,DS,fbb81998c283,Engulfing Kraken,吞噬克拉肯,draft,,loc/zh-Hans/lua_cards.csv
cards_name:DS:Ephemeral Druid,cards_name,DS,0d4b21c5f1bb,Ephemeral Druid,昙花德鲁伊,draft,,loc/zh-Hans/lua_cards.csv
cards_name:DS:Ephemeral Inventor,cards_name,DS,1ab59190725f,Ephemeral Inventor,昙花发明家,draft,,loc/zh-Hans/lua_cards.csv
cards_name:DS:Ephemeral Monk,cards_name,DS,978884e086d5,Ephemeral Monk,昙花僧侣,draft,,loc/zh-Hans/lua_cards.csv
cards_name:DS:Ephemeral Ritualist,cards_name,DS,d73770afb6d3,Ephemeral Ritualist,昙花祭仪师,draft,,loc/zh-Hans/lua_cards.csv
cards_name:DS:Fatality Blades,cards_name,DS,7b7b2feb4f3b,Fatality Blades,致命双刃,draft,,loc/zh-Hans/lua_cards.csv
cards_name:DS:Fear Wielder,cards_name,DS,bce959303468,Fear Wielder,恐惧持有者,draft,,loc/zh-Hans/lua_cards.csv
cards_name:DS:Fen Maw,cards_name,DS,711f14de770e,Fen Maw,沼巨口,draft,,loc/zh-Hans/lua_cards.csv
cards_name:DS:Fleeting Hope Djinn,cards_name,DS,83efc185580b,Fleeting Hope Djinn,飞逝希望灯神,draft,,loc/zh-Hans/lua_cards.csv
cards_name:DS:Flytrap Fairy,cards_name,DS,f323c64e005c,Flytrap Fairy,捕蝇草妖精,draft,,loc/zh-Hans/lua_cards.csv
cards_name:DS:Garden Attendant,cards_name,DS,601714a08c88,Garden Attendant,园丁侍从,draft,,loc/zh-Hans/lua_cards.csv
cards_name:DS:Hedron Berserker,cards_name,DS,a76e4caa8e53,Hedron Berserker,多面体狂战,draft,,loc/zh-Hans/lua_cards.csv
cards_name:DS:Hulking Crab,cards_name,DS,2066958b298f,Hulking Crab,庞大蟹,draft,,loc/zh-Hans/lua_cards.csv
cards_name:DS:ID34 Detector,cards_name,DS,68ff9f4ec468,ID34 Detector,ID34探测器,draft,,loc/zh-Hans/lua_cards.csv
cards_name:DS:Imaginative Matron,cards_name,DS,bd828d1e7d46,Imaginative Matron,想象主母,draft,,loc/zh-Hans/lua_cards.csv
cards_name:DS:Inquarry Hydra,cards_name,DS,b71f46d0a5fd,Inquarry Hydra,采石九头蛇,draft,,loc/zh-Hans/lua_cards.csv
"cards_name:DS:Loa, Sleeping Dragon",cards_name,DS,fbaee4494ec8,"Loa, Sleeping Dragon",洛阿·沉睡龙,draft,,loc/zh-Hans/lua_cards.csv
cards_name:DS:Loam Summoner,cards_name,DS,8355736c1126,Loam Summoner,沃土召唤师,draft,,loc/zh-Hans/lua_cards.csv
cards_name:DS:Lunar Embrace,cards_name,DS,c48b7559223f,Lunar Embrace,月拥抱,draft,,loc/zh-Hans/lua_cards.csv
cards_name:DS:Lunar Pack,cards_name,DS,48e7fe318c70,Lunar Pack,月兽群,draft,,loc/zh-Hans/lua_cards.csv
cards_name:DS:Nairi's Blessing,cards_name,DS,cb0a68c22aa9,Nairi's Blessing,奈莉的祝福,draft,,loc/zh-Hans/lua_cards.csv
cards_name:DS:Nightmare Harvester,cards_name,DS,229e30630f6b,Nightmare Harvester,梦魇收割者,draft,,loc/zh-Hans/lua_cards.csv
cards_name:DS:Nightmare Tyrant,cards_name,DS,82cd1e8b9c73,Nightmare Tyrant,梦魇暴君,draft,,loc/zh-Hans/lua_cards.csv
"cards_name:DS:Nilus, the Despair",cards_name,DS,27b06f071d50,"Nilus, the Despair",尼卢斯·绝望,draft,,loc/zh-Hans/lua_cards.csv
cards_name:DS:Nocturnal Seer,cards_name,DS,071a20139984,Nocturnal Seer,夜行预言者,draft,,loc/zh-Hans/lua_cards.csv
cards_name:DS:Order of the Gear,cards_name,DS,02af7451445c,Order of the Gear,秩序齿轮,draft,,loc/zh-Hans/lua_cards.csv
cards_name:DS:Pasythea's Ward,cards_name,DS,278798abf44e,Pasythea's Ward,帕西提亚的守护,draft,,loc/zh-Hans/lua_cards.csv
"cards_name:DS:Pasythea, the Aegis",cards_name,DS,1766c001a9c0,"Pasythea, the Aegis",帕西提亚·神盾,draft,,loc/zh-Hans/lua_cards.csv
cards_name:DS:Planar Aperture,cards_name,DS,949854d00de9,Planar Aperture,位面孔径,draft,,loc/zh-Hans/lua_cards.csv
cards_name:DS:Puppetmaster,cards_name,DS,a4a832a21b20,Puppetmaster,傀儡师,draft,,loc/zh-Hans/lua_cards.csv
"cards_name:DS:Raka, Dreamtender",cards_name,DS,185bbae179dc,"Raka, Dreamtender",拉卡·守梦者,draft,,loc/zh-Hans/lua_cards.csv
cards_name:DS:Reverie Muse,cards_name,DS,4efc325c4fd4,Reverie Muse,幻想缪斯,draft,,loc/zh-Hans/lua_cards.csv
cards_name:DS:Rust Gremlin,cards_name,DS,aaca7a2c44e5,Rust Gremlin,锈小妖,draft,,loc/zh-Hans/lua_cards.csv
cards_name:DS:Stalk the Shadows,cards_name,DS,542a4514928a,Stalk the Shadows,潜行暗影,draft,,loc/zh-Hans/lua_cards.csv
cards_name:DS:Synapse Spire,cards_name,DS,ebbaf9edcc63,Synapse Spire,突触尖塔,draft,,loc/zh-Hans/lua_cards.csv
cards_name:DS:TH07 Tank,cards_name,DS,65617dacc9bb,TH07 Tank,TH07坦克,draft,,loc/zh-Hans/lua_cards.csv
cards_name:DS:Technological Leap,cards_name,DS,6443c50bccd3,Technological Leap,科技跃进,draft,,loc/zh-Hans/lua_cards.csv
cards_name:DS:Templar Dragoon,cards_name,DS,8215507a2cb3,Templar Dragoon,圣殿武士龙骑兵,draft,,loc/zh-Hans/lua_cards.csv
cards_name:DS:Test of Faith,cards_name,DS,c7f367966567,Test of Faith,试炼信仰,draft,,loc/zh-Hans/lua_cards.csv
cards_name:DS:Thieving Gryphon,cards_name,DS,f46fa8db717e,Thieving Gryphon,偷窃狮鹫,draft,,loc/zh-Hans/lua_cards.csv
cards_name:DS:Tidestalker,cards_name,DS,a3cff914f3dc,Tidestalker,潮潜者,draft,,loc/zh-Hans/lua_cards.csv
cards_name:DS:Trinket Harpy,cards_name,DS,2c4f742b57b8,Trinket Harpy,饰品鹰身女妖,draft,,loc/zh-Hans/lua_cards.csv
cards_name:DS:Unbound Emissary,cards_name,DS,f462b184d59e,Unbound Emissary,解缚使者,draft,,loc/zh-Hans/lua_cards.csv
"cards_name:DS:Verdagris, the Wild",cards_name,DS,ebd6b86619ee,"Verdagris, the Wild",维达格里斯·荒野,draft,,loc/zh-Hans/lua_cards.csv
cards_name:DS:Verdant Hatchling,cards_name,DS,9f56782a8043,Verdant Hatchling,翠绿幼体,draft,,loc/zh-Hans/lua_cards.csv
cards_name:DS:Vigil's Resolve,cards_name,DS,8ec6a3f8fa4e,Vigil's Resolve,祈夜的决意,draft,,loc/zh-Hans/lua_cards.csv
cards_name:DS:Wicked End,cards_name,DS,1a63a7535f21,Wicked End,邪终结,draft,,loc/zh-Hans/lua_cards.csv
cards_name:DS:Yggdrasil Canopy,cards_name,DS,db467e39c50d,Yggdrasil Canopy,世界树树冠,draft,,loc/zh-Hans/lua_cards.csv
cards_name:DU:Anointed Askara,cards_name,DU,c6a10625beb8,Anointed Askara,涂油阿斯卡拉,draft,,loc/zh-Hans/lua_cards.csv
cards_name:DU:Arbiter of the Lost,cards_name,DU,972c6b68d1a8,Arbiter of the Lost,仲裁者迷失,draft,,loc/zh-Hans/lua_cards.csv
cards_name:DU:Arha Mentor,cards_name,DU,2e8449181812,Arha Mentor,亚哈导师,draft,,loc/zh-Hans/lua_cards.csv
cards_name:DU:Azerax of the Black Watch,cards_name,DU,a277578fb56c,Azerax of the Black Watch,阿泽拉克斯黑卫,draft,,loc/zh-Hans/lua_cards.csv
"cards_name:DU:Azerax, Nyx's Chosen",cards_name,DU,509de2714b23,"Azerax, Nyx's Chosen",阿泽拉克斯·尼克斯的天选者,draft,,loc/zh-Hans/lua_cards.csv
cards_name:DU:Cacklecast Wretch,cards_name,DU,40dd9368dc79,Cacklecast Wretch,狂笑施法可怜虫,draft,,loc/zh-Hans/lua_cards.csv
cards_name:DU:Charging Chamber,cards_name,DU,08560713dd59,Charging Chamber,充能室,draft,,loc/zh-Hans/lua_cards.csv
cards_name:DU:Crystalline Monk,cards_name,DU,a463f59eb1d1,Crystalline Monk,水晶僧侣,draft,,loc/zh-Hans/lua_cards.csv
cards_name:DU:Dark Energy Shard,cards_name,DU,22526b6b632c,Dark Energy Shard,黑暗能量碎片,draft,,loc/zh-Hans/lua_cards.csv
cards_name:DU:Dendris the Gladewyrm,cards_name,DU,438f707edf2b,Dendris the Gladewyrm,登德里斯林间巨虫,draft,,loc/zh-Hans/lua_cards.csv
"cards_name:DU:Erabus, Son of Nyx",cards_name,DU,9ff1605b33df,"Erabus, Son of Nyx",埃拉布斯·之子尼克斯,draft,,loc/zh-Hans/lua_cards.csv
"cards_name:DU:Erabus, the Exiled",cards_name,DU,14f5f3e5f870,"Erabus, the Exiled",埃拉布斯·流放者,draft,,loc/zh-Hans/lua_cards.csv
cards_name:DU:Gem-Eater Leprechaun,cards_name,DU,5974a6f093a5,Gem-Eater Leprechaun,噬晶小矮妖,draft,,loc/zh-Hans/lua_cards.csv
cards_name:DU:Gemcatcher Spirit,cards_name,DU,66e49d0d716b,Gemcatcher Spirit,捕晶者精魂,draft,,loc/zh-Hans/lua_cards.csv
cards_name:DU:Hedron Dredger,cards_name,DU,e9715633cb5d,Hedron Dredger,多面体挖掘者,draft,,loc/zh-Hans/lua_cards.csv
cards_name:DU:Honiskrot Chieftain,cards_name,DU,858cc773a46e,Honiskrot Chieftain,霍尼斯克洛特酋长,draft,,loc/zh-Hans/lua_cards.csv
cards_name:DU:Honiskrot Tribesman,cards_name,DU,3fbf287b28c8,Honiskrot Tribesman,霍尼斯克洛特部族人,draft,,loc/zh-Hans/lua_cards.csv
"cards_name:DU:Jakeb, Cobra King",cards_name,DU,b102f19dcb3d,"Jakeb, Cobra King",杰克布·眼镜蛇王,draft,,loc/zh-Hans/lua_cards.csv
"cards_name:DU:Jakeb, Cobra Shaman",cards_name,DU,d31ee050a898,"Jakeb, Cobra Shaman",杰克布·眼镜蛇萨满,draft,,loc/zh-Hans/lua_cards.csv
"cards_name:DU:Moken, the Huntmaster",cards_name,DU,24a0f3c5268a,"Moken, the Huntmaster",莫肯·猎主,draft,,loc/zh-Hans/lua_cards.csv
cards_name:DU:Mosaic Horn,cards_name,DU,0b509d55ebf6,Mosaic Horn,镶嵌号角,draft,,loc/zh-Hans/lua_cards.csv
cards_name:DU:Nightmare Sentinel,cards_name,DU,1dc373085df9,Nightmare Sentinel,梦魇哨卫,draft,,loc/zh-Hans/lua_cards.csv
cards_name:DU:Nyxian Ritualist,cards_name,DU,029ff9bdc7c4,Nyxian Ritualist,尼克斯祭仪师,draft,,loc/zh-Hans/lua_cards.csv
cards_name:DU:Otherworldly Guide,cards_name,DU,eef257ceba7a,Otherworldly Guide,异界向导,draft,,loc/zh-Hans/lua_cards.csv
cards_name:DU:Oxipede,cards_name,DU,dcf45e8939a8,Oxipede,牛蜈,draft,,loc/zh-Hans/lua_cards.csv
cards_name:DU:Phasefiend,cards_name,DU,ecd80507c8be,Phasefiend,相位邪魔,draft,,loc/zh-Hans/lua_cards.csv
cards_name:DU:Plunder Devil,cards_name,DU,ff16279be3fe,Plunder Devil,掠夺恶魔,draft,,loc/zh-Hans/lua_cards.csv
cards_name:DU:Raven Siren,cards_name,DU,7038a90ec6e1,Raven Siren,乌鸦海妖,draft,,loc/zh-Hans/lua_cards.csv
cards_name:DU:Replication Drone,cards_name,DU,6bf194f20f59,Replication Drone,复制无人机,draft,,loc/zh-Hans/lua_cards.csv
cards_name:DU:Riftwalker's Axe,cards_name,DU,d54d4d33cf48,Riftwalker's Axe,裂隙行者的斧,draft,,loc/zh-Hans/lua_cards.csv
cards_name:DU:Scrabbling Squad,cards_name,DU,e8c9ba984f2a,Scrabbling Squad,翻捡小队,draft,,loc/zh-Hans/lua_cards.csv
cards_name:DU:Scrap Scrabbler,cards_name,DU,150d13f231c8,Scrap Scrabbler,废料翻捡者,draft,,loc/zh-Hans/lua_cards.csv
cards_name:DU:Shardfinder Compass,cards_name,DU,79cde08e87d4,Shardfinder Compass,寻晶者罗盘,draft,,loc/zh-Hans/lua_cards.csv
cards_name:DU:Smoke Tyrant,cards_name,DU,cc4e7b59a6ec,Smoke Tyrant,烟雾暴君,draft,,loc/zh-Hans/lua_cards.csv
"cards_name:DU:Toric, Ascendant",cards_name,DU,a7b64520f7f2,"Toric, Ascendant",托里克·飞升者,draft,,loc/zh-Hans/lua_cards.csv
"cards_name:DU:Toric, Devoted Disciple",cards_name,DU,9f26cf166fed,"Toric, Devoted Disciple",托里克·虔诚门徒,draft,,loc/zh-Hans/lua_cards.csv
cards_name:DU:Valiant Ascetic,cards_name,DU,cd5e21ec3131,Valiant Ascetic,勇毅苦行僧,draft,,loc/zh-Hans/lua_cards.csv
cards_name:DU:Vault Lich,cards_name,DU,5caf65c9aa4e,Vault Lich,宝库巫妖,draft,,loc/zh-Hans/lua_cards.csv
"cards_name:DU:Veya, Handmaiden of Logos",cards_name,DU,880a8dfbaa44,"Veya, Handmaiden of Logos",维雅·逻各斯侍女,draft,,loc/zh-Hans/lua_cards.csv
cards_name:DU:Voidsworn Champion,cards_name,DU,b666e35e4e21,Voidsworn Champion,誓虚冠军,draft,,loc/zh-Hans/lua_cards.csv
cards_name:DU:Voidsworn Warrior,cards_name,DU,940380586427,Voidsworn Warrior,誓虚战士,draft,,loc/zh-Hans/lua_cards.csv
cards_name:DU:Webclaw,cards_name,DU,1dbe1c4e379e,Webclaw,网爪,draft,,loc/zh-Hans/lua_cards.csv
"cards_name:DU:Yolocryx, the Guardian",cards_name,DU,7b16febc3036,"Yolocryx, the Guardian",约洛克瑞克斯·守卫,draft,,loc/zh-Hans/lua_cards.csv
cards_name:DU:Yolothian Monolith,cards_name,DU,e24dd0497f5a,Yolothian Monolith,约洛斯巨石,draft,,loc/zh-Hans/lua_cards.csv
cards_name:Del:Aegis Knight,cards_name,Del,2f850d76a2b5,Aegis Knight,神盾骑士,draft,,loc/zh-Hans/lua_cards.csv
cards_name:Del:Arbiter Circlet,cards_name,Del,6241026f19dc,Arbiter Circlet,仲裁者头环,draft,,loc/zh-Hans/lua_cards.csv
cards_name:Del:Bleaktoad,cards_name,Del,38d1366048cb,Bleaktoad,荒蟾,draft,,loc/zh-Hans/lua_cards.csv
"cards_name:Del:Cetra, Voidmother",cards_name,Del,d326b3180db9,"Cetra, Voidmother",虚空之母塞特拉,draft,,loc/zh-Hans/lua_cards.csv
cards_name:Del:Clockwork Blade,cards_name,Del,2e6ac120afe7,Clockwork Blade,发条刃,draft,,loc/zh-Hans/lua_cards.csv
cards_name:Del:Clockwork Familiar,cards_name,Del,381be01a315d,Clockwork Familiar,发条使魔,draft,,loc/zh-Hans/lua_cards.csv
cards_name:Del:Clockwork Helm,cards_name,Del,0e8ea34a5424,Clockwork Helm,发条盔,draft,,loc/zh-Hans/lua_cards.csv
cards_name:Del:Clockwork Shield,cards_name,Del,944766738670,Clockwork Shield,发条盾,draft,,loc/zh-Hans/lua_cards.csv
cards_name:Del:Darktome Librarian,cards_name,Del,b5f5b228c771,Darktome Librarian,暗典图书管理员,draft,,loc/zh-Hans/lua_cards.csv
cards_name:Del:Delirium Nymph,cards_name,Del,f96c46b9fc8c,Delirium Nymph,谵妄宁芙,draft,,loc/zh-Hans/lua_cards.csv
